apygarda,nuo_galiojanciu_biuleteniu,partija,apylinkese,pastu,apylinke
Dainavos (Nr.16),0.23%,Lietuvos socialdemokratų sąjunga,4, ,Buitininkų (Nr.77) apylinkė
Dainavos (Nr.16),0.11%,Lietuvos laisvės sąjunga,2, ,Buitininkų (Nr.77) apylinkė
Dainavos (Nr.16),0.11%,Tautinė partija Lietuvos kelias,2, ,Buitininkų (Nr.77) apylinkė
Dainavos (Nr.16),0.17%,Lietuvių tautininkų sąjunga,3, ,Buitininkų (Nr.77) apylinkė
Pramonės (Nr.17),33.08%,Darbo partija,324,27,Pamario (Nr.102) apylinkė
Pramonės (Nr.17),21.77%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",215,16,Pamario (Nr.102) apylinkė
Pramonės (Nr.17),17.72%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",167,21,Pamario (Nr.102) apylinkė
Pramonės (Nr.17),7.63%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",69,12,Pamario (Nr.102) apylinkė
Pramonės (Nr.17),9.61%,Liberalų ir centro sąjunga,94,8,Pamario (Nr.102) apylinkė
Pramonės (Nr.17),4.90%,Valstiečių ir Naujosios demokratijos partijų sąjunga,41,11,Pamario (Nr.102) apylinkė
Pramonės (Nr.17),0.09%,Lietuvos lenkų rinkimų akcija,1, ,Pamario (Nr.102) apylinkė
Pramonės (Nr.17),2.45%,Krikščionių konservatorių socialinė sąjunga,19,7,Pamario (Nr.102) apylinkė
Pramonės (Nr.17),1.79%,Lietuvos krikščionys demokratai,17,2,Pamario (Nr.102) apylinkė
Pramonės (Nr.17),0.28%,Nacionalinė centro partija,2,1,Pamario (Nr.102) apylinkė
Pramonės (Nr.17),0.28%,Respublikonų partija,2,1,Pamario (Nr.102) apylinkė
Pramonės (Nr.17),0.09%,Lietuvos socialdemokratų sąjunga,1, ,Pamario (Nr.102) apylinkė
Pramonės (Nr.17),0.09%,Lietuvos laisvės sąjunga, ,1,Pamario (Nr.102) apylinkė
Pramonės (Nr.17),0.19%,Tautinė partija Lietuvos kelias,1,1,Pamario (Nr.102) apylinkė
Pramonės (Nr.17), ,Lietuvių tautininkų sąjunga, , ,Pamario (Nr.102) apylinkė
Pramonės (Nr.17),25.75%,Darbo partija,135,11,Palemono (Nr.101) apylinkė
Pramonės (Nr.17),20.81%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",88,30,Palemono (Nr.101) apylinkė
Pramonės (Nr.17),23.99%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",124,12,Palemono (Nr.101) apylinkė
Pramonės (Nr.17),11.11%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",53,10,Palemono (Nr.101) apylinkė
Pramonės (Nr.17),9.88%,Liberalų ir centro sąjunga,52,4,Palemono (Nr.101) apylinkė
Pramonės (Nr.17),3.17%,Valstiečių ir Naujosios demokratijos partijų sąjunga,16,2,Palemono (Nr.101) apylinkė
Pramonės (Nr.17), ,Lietuvos lenkų rinkimų akcija, , ,Palemono (Nr.101) apylinkė
Pramonės (Nr.17),2.65%,Krikščionių konservatorių socialinė sąjunga,14,1,Palemono (Nr.101) apylinkė
Pramonės (Nr.17),1.06%,Lietuvos krikščionys demokratai,4,2,Palemono (Nr.101) apylinkė
Pramonės (Nr.17),0.18%,Nacionalinė centro partija, ,1,Palemono (Nr.101) apylinkė
Pramonės (Nr.17),0.53%,Respublikonų partija,2,1,Palemono (Nr.101) apylinkė
Pramonės (Nr.17),0.18%,Lietuvos socialdemokratų sąjunga,1, ,Palemono (Nr.101) apylinkė
Pramonės (Nr.17),0.35%,Lietuvos laisvės sąjunga,1,1,Palemono (Nr.101) apylinkė
Pramonės (Nr.17),0.18%,Tautinė partija Lietuvos kelias, ,1,Palemono (Nr.101) apylinkė
Pramonės (Nr.17),0.18%,Lietuvių tautininkų sąjunga,1, ,Palemono (Nr.101) apylinkė
Pramonės (Nr.17),29.46%,Darbo partija,372,41,Knygnešių (Nr.99) apylinkė
Pramonės (Nr.17),21.40%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",264,36,Knygnešių (Nr.99) apylinkė
Pramonės (Nr.17),19.26%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",235,35,Knygnešių (Nr.99) apylinkė
Pramonės (Nr.17),10.20%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",128,15,Knygnešių (Nr.99) apylinkė
Pramonės (Nr.17),9.56%,Liberalų ir centro sąjunga,129,5,Knygnešių (Nr.99) apylinkė
Pramonės (Nr.17),4.78%,Valstiečių ir Naujosios demokratijos partijų sąjunga,55,12,Knygnešių (Nr.99) apylinkė
Pramonės (Nr.17),0.71%,Lietuvos lenkų rinkimų akcija,8,2,Knygnešių (Nr.99) apylinkė
Pramonės (Nr.17),2.07%,Krikščionių konservatorių socialinė sąjunga,27,2,Knygnešių (Nr.99) apylinkė
Pramonės (Nr.17),0.43%,Lietuvos krikščionys demokratai,5,1,Knygnešių (Nr.99) apylinkė
Pramonės (Nr.17),0.50%,Nacionalinė centro partija,5,2,Knygnešių (Nr.99) apylinkė
Pramonės (Nr.17),0.50%,Respublikonų partija,6,1,Knygnešių (Nr.99) apylinkė
Pramonės (Nr.17),0.36%,Lietuvos socialdemokratų sąjunga,3,2,Knygnešių (Nr.99) apylinkė
Pramonės (Nr.17),0.07%,Lietuvos laisvės sąjunga,1, ,Knygnešių (Nr.99) apylinkė
Pramonės (Nr.17),0.36%,Tautinė partija Lietuvos kelias,5, ,Knygnešių (Nr.99) apylinkė
Pramonės (Nr.17),0.36%,Lietuvių tautininkų sąjunga,5, ,Knygnešių (Nr.99) apylinkė
Pramonės (Nr.17),17.62%,Darbo partija,304,25,Pašilės (Nr.98) apylinkė
Pramonės (Nr.17),22.23%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",384,31,Pašilės (Nr.98) apylinkė
Pramonės (Nr.17),28.55%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",478,55,Pašilės (Nr.98) apylinkė
Pramonės (Nr.17),6.70%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",114,11,Pašilės (Nr.98) apylinkė
Pramonės (Nr.17),16.93%,Liberalų ir centro sąjunga,293,23,Pašilės (Nr.98) apylinkė
Pramonės (Nr.17),3.05%,Valstiečių ir Naujosios demokratijos partijų sąjunga,51,6,Pašilės (Nr.98) apylinkė
Pramonės (Nr.17),0.32%,Lietuvos lenkų rinkimų akcija,6, ,Pašilės (Nr.98) apylinkė
Pramonės (Nr.17),1.39%,Krikščionių konservatorių socialinė sąjunga,26, ,Pašilės (Nr.98) apylinkė
Pramonės (Nr.17),1.34%,Lietuvos krikščionys demokratai,22,3,Pašilės (Nr.98) apylinkė
Pramonės (Nr.17),0.59%,Nacionalinė centro partija,11, ,Pašilės (Nr.98) apylinkė
Pramonės (Nr.17),0.21%,Respublikonų partija,4, ,Pašilės (Nr.98) apylinkė
Pramonės (Nr.17),0.21%,Lietuvos socialdemokratų sąjunga,4, ,Pašilės (Nr.98) apylinkė
Pramonės (Nr.17),0.37%,Lietuvos laisvės sąjunga,4,3,Pašilės (Nr.98) apylinkė
Pramonės (Nr.17),0.21%,Tautinė partija Lietuvos kelias,4, ,Pašilės (Nr.98) apylinkė
Pramonės (Nr.17),0.27%,Lietuvių tautininkų sąjunga,4,1,Pašilės (Nr.98) apylinkė
Pramonės (Nr.17),25.71%,Darbo partija,301,25,Girstučio (Nr.97) apylinkė
Pramonės (Nr.17),20.74%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",244,19,Girstučio (Nr.97) apylinkė
Pramonės (Nr.17),24.13%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",268,38,Girstučio (Nr.97) apylinkė
Pramonės (Nr.17),8.52%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",104,4,Girstučio (Nr.97) apylinkė
Pramonės (Nr.17),9.94%,Liberalų ir centro sąjunga,113,13,Girstučio (Nr.97) apylinkė
Pramonės (Nr.17),5.52%,Valstiečių ir Naujosios demokratijos partijų sąjunga,61,9,Girstučio (Nr.97) apylinkė
Pramonės (Nr.17),0.47%,Lietuvos lenkų rinkimų akcija,5,1,Girstučio (Nr.97) apylinkė
Pramonės (Nr.17),2.05%,Krikščionių konservatorių socialinė sąjunga,22,4,Girstučio (Nr.97) apylinkė
Pramonės (Nr.17),1.03%,Lietuvos krikščionys demokratai,12,1,Girstučio (Nr.97) apylinkė
Pramonės (Nr.17),0.39%,Nacionalinė centro partija,3,2,Girstučio (Nr.97) apylinkė
Pramonės (Nr.17),0.32%,Respublikonų partija,2,2,Girstučio (Nr.97) apylinkė
Pramonės (Nr.17),0.32%,Lietuvos socialdemokratų sąjunga,2,2,Girstučio (Nr.97) apylinkė
Pramonės (Nr.17),0.32%,Lietuvos laisvės sąjunga,4, ,Girstučio (Nr.97) apylinkė
Pramonės (Nr.17),0.32%,Tautinė partija Lietuvos kelias,3,1,Girstučio (Nr.97) apylinkė
Pramonės (Nr.17),0.24%,Lietuvių tautininkų sąjunga,3, ,Girstučio (Nr.97) apylinkė
Pramonės (Nr.17),24.86%,Darbo partija,361,26,Dujotiekio (Nr.96) apylinkė
Pramonės (Nr.17),21.52%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",313,22,Dujotiekio (Nr.96) apylinkė
Pramonės (Nr.17),22.99%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",326,32,Dujotiekio (Nr.96) apylinkė
Pramonės (Nr.17),9.70%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",140,11,Dujotiekio (Nr.96) apylinkė
Pramonės (Nr.17),10.98%,Liberalų ir centro sąjunga,158,13,Dujotiekio (Nr.96) apylinkė
Pramonės (Nr.17),4.69%,Valstiečių ir Naujosios demokratijos partijų sąjunga,64,9,Dujotiekio (Nr.96) apylinkė
Pramonės (Nr.17),0.39%,Lietuvos lenkų rinkimų akcija,6, ,Dujotiekio (Nr.96) apylinkė
Pramonės (Nr.17),1.09%,Krikščionių konservatorių socialinė sąjunga,17, ,Dujotiekio (Nr.96) apylinkė
Pramonės (Nr.17),1.09%,Lietuvos krikščionys demokratai,12,5,Dujotiekio (Nr.96) apylinkė
Pramonės (Nr.17),0.39%,Nacionalinė centro partija,6, ,Dujotiekio (Nr.96) apylinkė
Pramonės (Nr.17),0.77%,Respublikonų partija,12, ,Dujotiekio (Nr.96) apylinkė
Pramonės (Nr.17),0.58%,Lietuvos socialdemokratų sąjunga,8,1,Dujotiekio (Nr.96) apylinkė
Pramonės (Nr.17),0.64%,Lietuvos laisvės sąjunga,5,5,Dujotiekio (Nr.96) apylinkė
Pramonės (Nr.17),0.19%,Tautinė partija Lietuvos kelias,3, ,Dujotiekio (Nr.96) apylinkė
Pramonės (Nr.17),0.13%,Lietuvių tautininkų sąjunga,2, ,Dujotiekio (Nr.96) apylinkė
Pramonės (Nr.17),23.19%,Darbo partija,313,11,Butrimonių (Nr.93) apylinkė
Pramonės (Nr.17),21.55%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",282,19,Butrimonių (Nr.93) apylinkė
Pramonės (Nr.17),24.05%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",316,20,Butrimonių (Nr.93) apylinkė
Pramonės (Nr.17),8.38%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",107,10,Butrimonių (Nr.93) apylinkė
Pramonės (Nr.17),12.38%,Liberalų ir centro sąjunga,161,12,Butrimonių (Nr.93) apylinkė
Pramonės (Nr.17),6.30%,Valstiečių ir Naujosios demokratijos partijų sąjunga,86,2,Butrimonių (Nr.93) apylinkė
Pramonės (Nr.17),0.36%,Lietuvos lenkų rinkimų akcija,5, ,Butrimonių (Nr.93) apylinkė
Pramonės (Nr.17),1.65%,Krikščionių konservatorių socialinė sąjunga,23, ,Butrimonių (Nr.93) apylinkė
Pramonės (Nr.17),0.64%,Lietuvos krikščionys demokratai,9, ,Butrimonių (Nr.93) apylinkė
Pramonės (Nr.17),0.36%,Nacionalinė centro partija,5, ,Butrimonių (Nr.93) apylinkė
Pramonės (Nr.17),0.29%,Respublikonų partija,4, ,Butrimonių (Nr.93) apylinkė
Pramonės (Nr.17),0.36%,Lietuvos socialdemokratų sąjunga,5, ,Butrimonių (Nr.93) apylinkė
Pramonės (Nr.17),0.21%,Lietuvos laisvės sąjunga,3, ,Butrimonių (Nr.93) apylinkė
Pramonės (Nr.17),0.07%,Tautinė partija Lietuvos kelias,1, ,Butrimonių (Nr.93) apylinkė
Pramonės (Nr.17),0.21%,Lietuvių tautininkų sąjunga,2,1,Butrimonių (Nr.93) apylinkė
Pramonės (Nr.17),20.33%,Darbo partija,257,23,Vyturio (Nr.92) apylinkė
Pramonės (Nr.17),21.13%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",279,12,Vyturio (Nr.92) apylinkė
Pramonės (Nr.17),25.64%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",322,31,Vyturio (Nr.92) apylinkė
Pramonės (Nr.17),8.93%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",116,7,Vyturio (Nr.92) apylinkė
Pramonės (Nr.17),12.20%,Liberalų ir centro sąjunga,159,9,Vyturio (Nr.92) apylinkė
Pramonės (Nr.17),5.01%,Valstiečių ir Naujosios demokratijos partijų sąjunga,64,5,Vyturio (Nr.92) apylinkė
Pramonės (Nr.17),0.65%,Lietuvos lenkų rinkimų akcija,9, ,Vyturio (Nr.92) apylinkė
Pramonės (Nr.17),3.05%,Krikščionių konservatorių socialinė sąjunga,39,3,Vyturio (Nr.92) apylinkė
Pramonės (Nr.17),0.80%,Lietuvos krikščionys demokratai,11, ,Vyturio (Nr.92) apylinkė
Pramonės (Nr.17),0.51%,Nacionalinė centro partija,5,2,Vyturio (Nr.92) apylinkė
Pramonės (Nr.17),0.65%,Respublikonų partija,9, ,Vyturio (Nr.92) apylinkė
Pramonės (Nr.17),0.36%,Lietuvos socialdemokratų sąjunga,4,1,Vyturio (Nr.92) apylinkė
Pramonės (Nr.17),0.22%,Lietuvos laisvės sąjunga,3, ,Vyturio (Nr.92) apylinkė
Pramonės (Nr.17),0.15%,Tautinė partija Lietuvos kelias,2, ,Vyturio (Nr.92) apylinkė
Pramonės (Nr.17),0.36%,Lietuvių tautininkų sąjunga,5, ,Vyturio (Nr.92) apylinkė
Pramonės (Nr.17),22.25%,Darbo partija,278,40,Taikos (Nr.91) apylinkė
Pramonės (Nr.17),22.60%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",277,46,Taikos (Nr.91) apylinkė
Pramonės (Nr.17),21.48%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",264,43,Taikos (Nr.91) apylinkė
Pramonės (Nr.17),6.58%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",82,12,Taikos (Nr.91) apylinkė
Pramonės (Nr.17),16.38%,Liberalų ir centro sąjunga,214,20,Taikos (Nr.91) apylinkė
Pramonės (Nr.17),4.97%,Valstiečių ir Naujosios demokratijos partijų sąjunga,60,11,Taikos (Nr.91) apylinkė
Pramonės (Nr.17),0.42%,Lietuvos lenkų rinkimų akcija,5,1,Taikos (Nr.91) apylinkė
Pramonės (Nr.17),1.61%,Krikščionių konservatorių socialinė sąjunga,21,2,Taikos (Nr.91) apylinkė
Pramonės (Nr.17),1.12%,Lietuvos krikščionys demokratai,12,4,Taikos (Nr.91) apylinkė
Pramonės (Nr.17),0.84%,Nacionalinė centro partija,11,1,Taikos (Nr.91) apylinkė
Pramonės (Nr.17),0.35%,Respublikonų partija,3,2,Taikos (Nr.91) apylinkė
Pramonės (Nr.17),0.07%,Lietuvos socialdemokratų sąjunga,1, ,Taikos (Nr.91) apylinkė
Pramonės (Nr.17),0.07%,Lietuvos laisvės sąjunga,1, ,Taikos (Nr.91) apylinkė
Pramonės (Nr.17),0.63%,Tautinė partija Lietuvos kelias,7,2,Taikos (Nr.91) apylinkė
Pramonės (Nr.17),0.63%,Lietuvių tautininkų sąjunga,6,3,Taikos (Nr.91) apylinkė
Pramonės (Nr.17),25.96%,Darbo partija,234,78,Specialistų (Nr.89) apylinkė
Pramonės (Nr.17),20.88%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",194,57,Specialistų (Nr.89) apylinkė
Pramonės (Nr.17),20.80%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",183,67,Specialistų (Nr.89) apylinkė
Pramonės (Nr.17),10.40%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",95,30,Specialistų (Nr.89) apylinkė
Pramonės (Nr.17),11.06%,Liberalų ir centro sąjunga,113,20,Specialistų (Nr.89) apylinkė
Pramonės (Nr.17),5.74%,Valstiečių ir Naujosios demokratijos partijų sąjunga,59,10,Specialistų (Nr.89) apylinkė
Pramonės (Nr.17),0.67%,Lietuvos lenkų rinkimų akcija,8, ,Specialistų (Nr.89) apylinkė
Pramonės (Nr.17),1.66%,Krikščionių konservatorių socialinė sąjunga,13,7,Specialistų (Nr.89) apylinkė
Pramonės (Nr.17),1.50%,Lietuvos krikščionys demokratai,9,9,Specialistų (Nr.89) apylinkė
Pramonės (Nr.17),0.25%,Nacionalinė centro partija,1,2,Specialistų (Nr.89) apylinkė
Pramonės (Nr.17),0.25%,Respublikonų partija,2,1,Specialistų (Nr.89) apylinkė
Pramonės (Nr.17), ,Lietuvos socialdemokratų sąjunga, , ,Specialistų (Nr.89) apylinkė
Pramonės (Nr.17),0.25%,Lietuvos laisvės sąjunga,3, ,Specialistų (Nr.89) apylinkė
Pramonės (Nr.17),0.25%,Tautinė partija Lietuvos kelias,2,1,Specialistų (Nr.89) apylinkė
Pramonės (Nr.17),0.33%,Lietuvių tautininkų sąjunga,4, ,Specialistų (Nr.89) apylinkė
Pramonės (Nr.17),27.11%,Darbo partija,308,30,V. Krėvės (Nr.88) apylinkė
Pramonės (Nr.17),19.41%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",228,14,V. Krėvės (Nr.88) apylinkė
Pramonės (Nr.17),24.46%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",273,32,V. Krėvės (Nr.88) apylinkė
Pramonės (Nr.17),8.26%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",98,5,V. Krėvės (Nr.88) apylinkė
Pramonės (Nr.17),10.67%,Liberalų ir centro sąjunga,121,12,V. Krėvės (Nr.88) apylinkė
Pramonės (Nr.17),4.57%,Valstiečių ir Naujosios demokratijos partijų sąjunga,52,5,V. Krėvės (Nr.88) apylinkė
Pramonės (Nr.17),0.40%,Lietuvos lenkų rinkimų akcija,3,2,V. Krėvės (Nr.88) apylinkė
Pramonės (Nr.17),2.17%,Krikščionių konservatorių socialinė sąjunga,23,4,V. Krėvės (Nr.88) apylinkė
Pramonės (Nr.17),0.80%,Lietuvos krikščionys demokratai,10, ,V. Krėvės (Nr.88) apylinkė
Pramonės (Nr.17),0.72%,Nacionalinė centro partija,9, ,V. Krėvės (Nr.88) apylinkė
Pramonės (Nr.17),0.24%,Respublikonų partija,3, ,V. Krėvės (Nr.88) apylinkė
Pramonės (Nr.17),0.24%,Lietuvos socialdemokratų sąjunga,2,1,V. Krėvės (Nr.88) apylinkė
Pramonės (Nr.17),0.24%,Lietuvos laisvės sąjunga,3, ,V. Krėvės (Nr.88) apylinkė
Pramonės (Nr.17),0.24%,Tautinė partija Lietuvos kelias,2,1,V. Krėvės (Nr.88) apylinkė
Pramonės (Nr.17),0.48%,Lietuvių tautininkų sąjunga,4,2,V. Krėvės (Nr.88) apylinkė
Panemunės (Nr.18),26.04%,Darbo partija,259,10,Rokų (Nr.122) apylinkė
Panemunės (Nr.18),21.59%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",197,26,Rokų (Nr.122) apylinkė
Panemunės (Nr.18),18.78%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",172,22,Rokų (Nr.122) apylinkė
Panemunės (Nr.18),8.13%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",75,9,Rokų (Nr.122) apylinkė
Panemunės (Nr.18),12.10%,Liberalų ir centro sąjunga,116,9,Rokų (Nr.122) apylinkė
Panemunės (Nr.18),6.97%,Valstiečių ir Naujosios demokratijos partijų sąjunga,70,2,Rokų (Nr.122) apylinkė
Panemunės (Nr.18), ,Lietuvos lenkų rinkimų akcija, , ,Rokų (Nr.122) apylinkė
Panemunės (Nr.18),2.23%,Krikščionių konservatorių socialinė sąjunga,17,6,Rokų (Nr.122) apylinkė
Panemunės (Nr.18),2.32%,Lietuvos krikščionys demokratai,20,4,Rokų (Nr.122) apylinkė
Panemunės (Nr.18),0.68%,Nacionalinė centro partija,7, ,Rokų (Nr.122) apylinkė
Panemunės (Nr.18),0.19%,Respublikonų partija,2, ,Rokų (Nr.122) apylinkė
Panemunės (Nr.18),0.48%,Lietuvos socialdemokratų sąjunga,5, ,Rokų (Nr.122) apylinkė
Panemunės (Nr.18),0.29%,Lietuvos laisvės sąjunga,1,2,Rokų (Nr.122) apylinkė
Panemunės (Nr.18),0.10%,Tautinė partija Lietuvos kelias,1, ,Rokų (Nr.122) apylinkė
Panemunės (Nr.18),0.10%,Lietuvių tautininkų sąjunga,1, ,Rokų (Nr.122) apylinkė
Panemunės (Nr.18),19.36%,Darbo partija,154,22,Birutės (Nr.120) apylinkė
Panemunės (Nr.18),21.56%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",174,22,Birutės (Nr.120) apylinkė
Panemunės (Nr.18),27.39%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",227,22,Birutės (Nr.120) apylinkė
Panemunės (Nr.18),7.15%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",60,5,Birutės (Nr.120) apylinkė
Panemunės (Nr.18),12.65%,Liberalų ir centro sąjunga,108,7,Birutės (Nr.120) apylinkė
Panemunės (Nr.18),4.62%,Valstiečių ir Naujosios demokratijos partijų sąjunga,36,6,Birutės (Nr.120) apylinkė
Panemunės (Nr.18),0.11%,Lietuvos lenkų rinkimų akcija, ,1,Birutės (Nr.120) apylinkė
Panemunės (Nr.18),1.43%,Krikščionių konservatorių socialinė sąjunga,12,1,Birutės (Nr.120) apylinkė
Panemunės (Nr.18),4.07%,Lietuvos krikščionys demokratai,33,4,Birutės (Nr.120) apylinkė
Panemunės (Nr.18),0.33%,Nacionalinė centro partija,2,1,Birutės (Nr.120) apylinkė
Panemunės (Nr.18),0.11%,Respublikonų partija,1, ,Birutės (Nr.120) apylinkė
Panemunės (Nr.18), ,Lietuvos socialdemokratų sąjunga, , ,Birutės (Nr.120) apylinkė
Panemunės (Nr.18),0.44%,Lietuvos laisvės sąjunga,2,2,Birutės (Nr.120) apylinkė
Panemunės (Nr.18),0.33%,Tautinė partija Lietuvos kelias,3, ,Birutės (Nr.120) apylinkė
Panemunės (Nr.18),0.44%,Lietuvių tautininkų sąjunga,4, ,Birutės (Nr.120) apylinkė
Panemunės (Nr.18),27.05%,Darbo partija,279,45,Pušų (Nr.118) apylinkė
Panemunės (Nr.18),17.61%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",175,36,Pušų (Nr.118) apylinkė
Panemunės (Nr.18),19.45%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",188,45,Pušų (Nr.118) apylinkė
Panemunės (Nr.18),9.85%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",105,13,Pušų (Nr.118) apylinkė
Panemunės (Nr.18),11.94%,Liberalų ir centro sąjunga,113,30,Pušų (Nr.118) apylinkė
Panemunės (Nr.18),5.51%,Valstiečių ir Naujosios demokratijos partijų sąjunga,60,6,Pušų (Nr.118) apylinkė
Panemunės (Nr.18),0.58%,Lietuvos lenkų rinkimų akcija,7, ,Pušų (Nr.118) apylinkė
Panemunės (Nr.18),2.34%,Krikščionių konservatorių socialinė sąjunga,23,5,Pušų (Nr.118) apylinkė
Panemunės (Nr.18),3.59%,Lietuvos krikščionys demokratai,32,11,Pušų (Nr.118) apylinkė
Panemunės (Nr.18),0.83%,Nacionalinė centro partija,9,1,Pušų (Nr.118) apylinkė
Panemunės (Nr.18),0.17%,Respublikonų partija,2, ,Pušų (Nr.118) apylinkė
Panemunės (Nr.18),0.50%,Lietuvos socialdemokratų sąjunga,4,2,Pušų (Nr.118) apylinkė
Panemunės (Nr.18),0.25%,Lietuvos laisvės sąjunga,2,1,Pušų (Nr.118) apylinkė
Panemunės (Nr.18),0.08%,Tautinė partija Lietuvos kelias,1, ,Pušų (Nr.118) apylinkė
Panemunės (Nr.18),0.25%,Lietuvių tautininkų sąjunga,2,1,Pušų (Nr.118) apylinkė
Panemunės (Nr.18),34.47%,Darbo partija,367,46,Vaidoto (Nr.117) apylinkė
Panemunės (Nr.18),17.78%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",198,15,Vaidoto (Nr.117) apylinkė
Panemunės (Nr.18),12.94%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",138,17,Vaidoto (Nr.117) apylinkė
Panemunės (Nr.18),8.18%,"Rolando Pakso koalicija ""Už tvarką ir teisingumą""",95,3,Vaidoto (Nr.117) apylinkė
Panemunės (Nr.18),9.02%,Liberalų ir centro sąjunga,101,7,Vaidoto (Nr.117) apylinkė
Panemunės (Nr.18),6.68%,Valstiečių ir Naujosios demokratijos partijų sąjunga,76,4,Vaidoto (Nr.117) apylinkė
Panemunės (Nr.18),3.42%,Lietuvos lenkų rinkimų akcija,39,2,Vaidoto (Nr.117) apylinkė
Panemunės (Nr.18),1.25%,Krikščionių konservatorių socialinė sąjunga,15, ,Vaidoto (Nr.117) apylinkė
Panemunės (Nr.18),4.26%,Lietuvos krikščionys demokratai,44,7,Vaidoto (Nr.117) apylinkė
Panemunės (Nr.18),0.75%,Nacionalinė centro partija,7,2,Vaidoto (Nr.117) apylinkė
Panemunės (Nr.18),0.08%,Respublikonų partija,1, ,Vaidoto (Nr.117) apylinkė
Panemunės (Nr.18),0.17%,Lietuvos socialdemokratų sąjunga,2, ,Vaidoto (Nr.117) apylinkė
Panemunės (Nr.18),0.42%,Lietuvos laisvės sąjunga,5, ,Vaidoto (Nr.117) apylinkė
Panemunės (Nr.18),0.42%,Tautinė partija Lietuvos kelias,5, ,Vaidoto (Nr.117) apylinkė
Panemunės (Nr.18),0.17%,Lietuvių tautininkų sąjunga, ,2,Vaidoto (Nr.117) apylinkė
Panemunės (Nr.18),29.26%,Darbo partija,330,17,Buriuotojų (Nr.116) apylinkė
Panemunės (Nr.18),21.08%,"A.Brazausko ir A.Paulausko koalicija ""Už darbą Lietuvai""",240,10,Buriuotojų (Nr.116) apylinkė
Panemunės (Nr.18),17.45%,"Tėvynės sąjunga (konservatoriai, politiniai kaliniai ir tremtiniai, krikščioniškieji demokratai)",190,17,Buriuotojų (Nr.116) apylinkė
