nuo_galiojanciu_biuleteniu,apygarda,partija,pastu,apylinkese
"4,22%",Aušros (Nr.23) rinkimų apygarda,Naujoji sąjunga (socialliberalai),24,610
"4,19%",Aušros (Nr.23) rinkimų apygarda,"""Fronto"" partija",20,610
"1,97%",Aušros (Nr.23) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",20,277
"1,38%",Aušros (Nr.23) rinkimų apygarda,Pilietinės demokratijos partija,12,196
"0,66%",Aušros (Nr.23) rinkimų apygarda,Lietuvos rusų sąjunga,4,95
"2,77%",Aušros (Nr.23) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,18,398
"1,19%",Aušros (Nr.23) rinkimų apygarda,Lietuvos centro partija,5,174
"19,56%",Pajūrio (Nr.22) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,308,3070
"16,44%",Pajūrio (Nr.22) rinkimų apygarda,Tautos prisikėlimo partija,67,2773
"12,87%",Pajūrio (Nr.22) rinkimų apygarda,Partija Tvarka ir teisingumas,93,2129
"7,16%",Pajūrio (Nr.22) rinkimų apygarda,Lietuvos socialdemokratų partija,80,1156
"7,30%",Pajūrio (Nr.22) rinkimų apygarda,Koalicija Darbo partija + jaunimas,70,1191
"10,87%",Pajūrio (Nr.22) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,106,1772
"7,16%",Pajūrio (Nr.22) rinkimų apygarda,Liberalų ir centro sąjunga,87,1149
"3,46%",Pajūrio (Nr.22) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,9,588
"2,76%",Pajūrio (Nr.22) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,44,433
"2,61%",Pajūrio (Nr.22) rinkimų apygarda,Naujoji sąjunga (socialliberalai),34,416
"3,51%",Pajūrio (Nr.22) rinkimų apygarda,"""Fronto"" partija",40,566
"1,75%",Pajūrio (Nr.22) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",20,283
"1,18%",Pajūrio (Nr.22) rinkimų apygarda,Pilietinės demokratijos partija,12,192
"2,09%",Pajūrio (Nr.22) rinkimų apygarda,Lietuvos rusų sąjunga,7,354
"0,41%",Pajūrio (Nr.22) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,4,66
"0,87%",Pajūrio (Nr.22) rinkimų apygarda,Lietuvos centro partija,12,139
"14,99%",Marių (Nr.21) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,81,2144
"17,10%",Marių (Nr.21) rinkimų apygarda,Tautos prisikėlimo partija,37,2501
"15,59%",Marių (Nr.21) rinkimų apygarda,Partija Tvarka ir teisingumas,67,2247
"5,86%",Marių (Nr.21) rinkimų apygarda,Lietuvos socialdemokratų partija,34,835
"6,71%",Marių (Nr.21) rinkimų apygarda,Koalicija Darbo partija + jaunimas,40,956
"17,59%",Marių (Nr.21) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,67,2543
"2,98%",Marių (Nr.21) rinkimų apygarda,Liberalų ir centro sąjunga,36,406
"6,00%",Marių (Nr.21) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,7,884
"2,43%",Marių (Nr.21) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,9,352
"1,37%",Marių (Nr.21) rinkimų apygarda,Naujoji sąjunga (socialliberalai),17,187
"2,63%",Marių (Nr.21) rinkimų apygarda,"""Fronto"" partija",14,377
"1,17%",Marių (Nr.21) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",3,170
"0,69%",Marių (Nr.21) rinkimų apygarda,Pilietinės demokratijos partija,3,100
"3,63%",Marių (Nr.21) rinkimų apygarda,Lietuvos rusų sąjunga,20,518
"0,54%",Marių (Nr.21) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,4,76
"0,70%",Marių (Nr.21) rinkimų apygarda,Lietuvos centro partija,1,103
"18,26%",Baltijos (Nr.20) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,136,2685
"14,99%",Baltijos (Nr.20) rinkimų apygarda,Tautos prisikėlimo partija,38,2277
"14,66%",Baltijos (Nr.20) rinkimų apygarda,Partija Tvarka ir teisingumas,47,2217
"6,88%",Baltijos (Nr.20) rinkimų apygarda,Lietuvos socialdemokratų partija,35,1028
"7,02%",Baltijos (Nr.20) rinkimų apygarda,Koalicija Darbo partija + jaunimas,54,1031
"13,30%",Baltijos (Nr.20) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,57,1997
"3,32%",Baltijos (Nr.20) rinkimų apygarda,Liberalų ir centro sąjunga,27,486
"6,57%",Baltijos (Nr.20) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,13,1001
"1,85%",Baltijos (Nr.20) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,13,273
"1,34%",Baltijos (Nr.20) rinkimų apygarda,Naujoji sąjunga (socialliberalai),10,197
"3,44%",Baltijos (Nr.20) rinkimų apygarda,"""Fronto"" partija",6,525
"1,48%",Baltijos (Nr.20) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",9,219
"1,26%",Baltijos (Nr.20) rinkimų apygarda,Pilietinės demokratijos partija,4,190
"4,31%",Baltijos (Nr.20) rinkimų apygarda,Lietuvos rusų sąjunga,11,654
"0,58%",Baltijos (Nr.20) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,3,86
"0,75%",Baltijos (Nr.20) rinkimų apygarda,Lietuvos centro partija,7,109
"20,01%",Danės (Nr.19) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,253,3517
"14,50%",Danės (Nr.19) rinkimų apygarda,Tautos prisikėlimo partija,70,2662
"12,47%",Danės (Nr.19) rinkimų apygarda,Partija Tvarka ir teisingumas,99,2251
"6,74%",Danės (Nr.19) rinkimų apygarda,Lietuvos socialdemokratų partija,71,1198
"7,33%",Danės (Nr.19) rinkimų apygarda,Koalicija Darbo partija + jaunimas,73,1308
"16,79%",Danės (Nr.19) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,115,3048
"4,46%",Danės (Nr.19) rinkimų apygarda,Liberalų ir centro sąjunga,59,781
"4,15%",Danės (Nr.19) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,13,768
"2,24%",Danės (Nr.19) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,19,403
"1,94%",Danės (Nr.19) rinkimų apygarda,Naujoji sąjunga (socialliberalai),14,352
"2,77%",Danės (Nr.19) rinkimų apygarda,"""Fronto"" partija",18,504
"1,32%",Danės (Nr.19) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",9,240
"0,92%",Danės (Nr.19) rinkimų apygarda,Pilietinės demokratijos partija,6,167
"2,73%",Danės (Nr.19) rinkimų apygarda,Lietuvos rusų sąjunga,18,497
"0,56%",Danės (Nr.19) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,3,102
"1,06%",Danės (Nr.19) rinkimų apygarda,Lietuvos centro partija,8,192
"27,49%",Panemunės (Nr.18) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,173,4275
"18,77%",Panemunės (Nr.18) rinkimų apygarda,Tautos prisikėlimo partija,46,2990
"10,14%",Panemunės (Nr.18) rinkimų apygarda,Partija Tvarka ir teisingumas,63,1578
"9,05%",Panemunės (Nr.18) rinkimų apygarda,Lietuvos socialdemokratų partija,48,1416
"7,21%",Panemunės (Nr.18) rinkimų apygarda,Koalicija Darbo partija + jaunimas,48,1119
"6,54%",Panemunės (Nr.18) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,21,1037
"4,46%",Panemunės (Nr.18) rinkimų apygarda,Liberalų ir centro sąjunga,23,699
"0,14%",Panemunės (Nr.18) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,0,22
"1,92%",Panemunės (Nr.18) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,8,303
"3,87%",Panemunės (Nr.18) rinkimų apygarda,Naujoji sąjunga (socialliberalai),16,610
"3,23%",Panemunės (Nr.18) rinkimų apygarda,"""Fronto"" partija",16,506
"3,90%",Panemunės (Nr.18) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",12,619
"0,85%",Panemunės (Nr.18) rinkimų apygarda,Pilietinės demokratijos partija,8,130
"1,21%",Panemunės (Nr.18) rinkimų apygarda,Lietuvos rusų sąjunga,6,189
"0,71%",Panemunės (Nr.18) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,2,113
"0,51%",Panemunės (Nr.18) rinkimų apygarda,Lietuvos centro partija,1,82
"28,39%",Pramonės (Nr.17) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,203,3979
"17,47%",Pramonės (Nr.17) rinkimų apygarda,Tautos prisikėlimo partija,34,2539
"8,30%",Pramonės (Nr.17) rinkimų apygarda,Partija Tvarka ir teisingumas,38,1185
"11,17%",Pramonės (Nr.17) rinkimų apygarda,Lietuvos socialdemokratų partija,69,1576
"7,77%",Pramonės (Nr.17) rinkimų apygarda,Koalicija Darbo partija + jaunimas,55,1089
"6,80%",Pramonės (Nr.17) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,31,971
"3,71%",Pramonės (Nr.17) rinkimų apygarda,Liberalų ir centro sąjunga,18,528
"0,09%",Pramonės (Nr.17) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,1,12
"1,74%",Pramonės (Nr.17) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,8,248
"3,77%",Pramonės (Nr.17) rinkimų apygarda,Naujoji sąjunga (socialliberalai),16,540
"3,20%",Pramonės (Nr.17) rinkimų apygarda,"""Fronto"" partija",16,456
"4,20%",Pramonės (Nr.17) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",20,598
"1,22%",Pramonės (Nr.17) rinkimų apygarda,Pilietinės demokratijos partija,7,172
"0,83%",Pramonės (Nr.17) rinkimų apygarda,Lietuvos rusų sąjunga,5,118
"0,54%",Pramonės (Nr.17) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,1,79
"0,81%",Pramonės (Nr.17) rinkimų apygarda,Lietuvos centro partija,3,116
"25,77%",Dainavos (Nr.16) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,146,3818
"17,92%",Dainavos (Nr.16) rinkimų apygarda,Tautos prisikėlimo partija,54,2702
"8,18%",Dainavos (Nr.16) rinkimų apygarda,Partija Tvarka ir teisingumas,31,1228
"9,28%",Dainavos (Nr.16) rinkimų apygarda,Lietuvos socialdemokratų partija,34,1393
"7,18%",Dainavos (Nr.16) rinkimų apygarda,Koalicija Darbo partija + jaunimas,37,1067
"13,23%",Dainavos (Nr.16) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,48,1987
"3,59%",Dainavos (Nr.16) rinkimų apygarda,Liberalų ir centro sąjunga,14,538
"0,10%",Dainavos (Nr.16) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,2,13
"1,61%",Dainavos (Nr.16) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,9,239
"3,21%",Dainavos (Nr.16) rinkimų apygarda,Naujoji sąjunga (socialliberalai),12,481
"3,13%",Dainavos (Nr.16) rinkimų apygarda,"""Fronto"" partija",6,476
"3,63%",Dainavos (Nr.16) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",24,535
"1,23%",Dainavos (Nr.16) rinkimų apygarda,Pilietinės demokratijos partija,6,183
"0,67%",Dainavos (Nr.16) rinkimų apygarda,Lietuvos rusų sąjunga,5,98
"0,64%",Dainavos (Nr.16) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,4,95
"0,63%",Dainavos (Nr.16) rinkimų apygarda,Lietuvos centro partija,1,96
"29,64%",Kalniečių (Nr.15) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,181,4321
"16,38%",Kalniečių (Nr.15) rinkimų apygarda,Tautos prisikėlimo partija,29,2459
"7,78%",Kalniečių (Nr.15) rinkimų apygarda,Partija Tvarka ir teisingumas,30,1152
"9,27%",Kalniečių (Nr.15) rinkimų apygarda,Lietuvos socialdemokratų partija,33,1375
"6,22%",Kalniečių (Nr.15) rinkimų apygarda,Koalicija Darbo partija + jaunimas,34,910
"8,19%",Kalniečių (Nr.15) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,28,1216
"4,67%",Kalniečių (Nr.15) rinkimų apygarda,Liberalų ir centro sąjunga,17,692
"0,13%",Kalniečių (Nr.15) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,1,18
"1,79%",Kalniečių (Nr.15) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,10,262
"3,35%",Kalniečių (Nr.15) rinkimų apygarda,Naujoji sąjunga (socialliberalai),14,495
"3,59%",Kalniečių (Nr.15) rinkimų apygarda,"""Fronto"" partija",9,537
"6,23%",Kalniečių (Nr.15) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",13,934
"0,84%",Kalniečių (Nr.15) rinkimų apygarda,Pilietinės demokratijos partija,9,119
"0,63%",Kalniečių (Nr.15) rinkimų apygarda,Lietuvos rusų sąjunga,4,91
"0,59%",Kalniečių (Nr.15) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,1,89
"0,70%",Kalniečių (Nr.15) rinkimų apygarda,Lietuvos centro partija,1,105
"33,54%",Žaliakalnio (Nr.14) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,233,5072
"15,02%",Žaliakalnio (Nr.14) rinkimų apygarda,Tautos prisikėlimo partija,37,2339
"7,45%",Žaliakalnio (Nr.14) rinkimų apygarda,Partija Tvarka ir teisingumas,33,1145
"9,47%",Žaliakalnio (Nr.14) rinkimų apygarda,Lietuvos socialdemokratų partija,53,1445
"5,57%",Žaliakalnio (Nr.14) rinkimų apygarda,Koalicija Darbo partija + jaunimas,31,850
"8,21%",Žaliakalnio (Nr.14) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,32,1267
"5,46%",Žaliakalnio (Nr.14) rinkimų apygarda,Liberalų ir centro sąjunga,26,838
"0,08%",Žaliakalnio (Nr.14) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,0,13
"1,87%",Žaliakalnio (Nr.14) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,10,285
"3,88%",Žaliakalnio (Nr.14) rinkimų apygarda,Naujoji sąjunga (socialliberalai),21,593
"3,19%",Žaliakalnio (Nr.14) rinkimų apygarda,"""Fronto"" partija",5,499
"3,44%",Žaliakalnio (Nr.14) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",8,536
"0,81%",Žaliakalnio (Nr.14) rinkimų apygarda,Pilietinės demokratijos partija,2,126
"0,59%",Žaliakalnio (Nr.14) rinkimų apygarda,Lietuvos rusų sąjunga,1,93
"0,68%",Žaliakalnio (Nr.14) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,3,105
"0,73%",Žaliakalnio (Nr.14) rinkimų apygarda,Lietuvos centro partija,4,111
"33,89%",Centro (Nr.13) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,304,4987
"13,38%",Centro (Nr.13) rinkimų apygarda,Tautos prisikėlimo partija,53,2035
"8,03%",Centro (Nr.13) rinkimų apygarda,Partija Tvarka ir teisingumas,41,1212
"9,58%",Centro (Nr.13) rinkimų apygarda,Lietuvos socialdemokratų partija,69,1427
"5,45%",Centro (Nr.13) rinkimų apygarda,Koalicija Darbo partija + jaunimas,52,799
"8,28%",Centro (Nr.13) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,70,1222
"6,02%",Centro (Nr.13) rinkimų apygarda,Liberalų ir centro sąjunga,42,898
"0,13%",Centro (Nr.13) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,1,20
"2,35%",Centro (Nr.13) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,9,358
"3,61%",Centro (Nr.13) rinkimų apygarda,Naujoji sąjunga (socialliberalai),23,540
"3,11%",Centro (Nr.13) rinkimų apygarda,"""Fronto"" partija",22,463
"2,88%",Centro (Nr.13) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",16,433
"0,76%",Centro (Nr.13) rinkimų apygarda,Pilietinės demokratijos partija,4,115
"0,60%",Centro (Nr.13) rinkimų apygarda,Lietuvos rusų sąjunga,2,92
"1,02%",Centro (Nr.13) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,10,149
"0,91%",Centro (Nr.13) rinkimų apygarda,Lietuvos centro partija,9,133
"27,92%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,283,5231
"20,96%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Tautos prisikėlimo partija,79,4061
"8,73%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Partija Tvarka ir teisingumas,56,1669
"7,83%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Lietuvos socialdemokratų partija,79,1468
"5,97%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Koalicija Darbo partija + jaunimas,51,1129
"7,79%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,35,1504
"5,51%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Liberalų ir centro sąjunga,28,1060
"0,24%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,1,46
"2,59%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,15,497
"3,83%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Naujoji sąjunga (socialliberalai),22,735
"2,69%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,"""Fronto"" partija",25,507
"3,24%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",15,625
"0,86%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Pilietinės demokratijos partija,12,158
"0,35%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Lietuvos rusų sąjunga,4,65
"0,71%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,7,134
"0,76%",Aleksoto -  Vilijampolės (Nr.12) rinkimų apygarda,Lietuvos centro partija,7,144
"28,41%",Šilainių (Nr.11) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,211,5391
"19,51%",Šilainių (Nr.11) rinkimų apygarda,Tautos prisikėlimo partija,47,3799
"8,07%",Šilainių (Nr.11) rinkimų apygarda,Partija Tvarka ir teisingumas,42,1549
"9,27%",Šilainių (Nr.11) rinkimų apygarda,Lietuvos socialdemokratų partija,54,1774
"6,56%",Šilainių (Nr.11) rinkimų apygarda,Koalicija Darbo partija + jaunimas,43,1251
"7,68%",Šilainių (Nr.11) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,37,1477
"5,16%",Šilainių (Nr.11) rinkimų apygarda,Liberalų ir centro sąjunga,24,994
"0,12%",Šilainių (Nr.11) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,3,21
"2,49%",Šilainių (Nr.11) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,12,478
"4,09%",Šilainių (Nr.11) rinkimų apygarda,Naujoji sąjunga (socialliberalai),17,790
"2,90%",Šilainių (Nr.11) rinkimų apygarda,"""Fronto"" partija",10,561
"3,04%",Šilainių (Nr.11) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",13,586
"0,88%",Šilainių (Nr.11) rinkimų apygarda,Pilietinės demokratijos partija,7,167
"0,28%",Šilainių (Nr.11) rinkimų apygarda,Lietuvos rusų sąjunga,1,55
"0,76%",Šilainių (Nr.11) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,4,145
"0,78%",Šilainių (Nr.11) rinkimų apygarda,Lietuvos centro partija,2,152
"13,34%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,73,1991
"6,84%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Tautos prisikėlimo partija,18,1040
"19,28%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Partija Tvarka ir teisingumas,44,2939
"5,79%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Lietuvos socialdemokratų partija,40,855
"7,40%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Koalicija Darbo partija + jaunimas,38,1106
"3,90%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,7,596
"9,48%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Liberalų ir centro sąjunga,25,1442
"18,64%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,62,2821
"2,01%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,11,300
"1,71%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Naujoji sąjunga (socialliberalai),12,253
"5,46%",Naujosios Vilnios (Nr.10) rinkimų apygarda,"""Fronto"" partija",27,817
"0,97%",Naujosios Vilnios (Nr.10) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",1,149
"0,65%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Pilietinės demokratijos partija,2,98
"3,47%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Lietuvos rusų sąjunga,15,521
"0,45%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,4,66
"0,61%",Naujosios Vilnios (Nr.10) rinkimų apygarda,Lietuvos centro partija,6,89
"21,87%",Lazdynų (Nr.9) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,163,4115
"7,79%",Lazdynų (Nr.9) rinkimų apygarda,Tautos prisikėlimo partija,31,1492
"11,94%",Lazdynų (Nr.9) rinkimų apygarda,Partija Tvarka ir teisingumas,65,2270
"7,59%",Lazdynų (Nr.9) rinkimų apygarda,Lietuvos socialdemokratų partija,41,1443
"5,30%",Lazdynų (Nr.9) rinkimų apygarda,Koalicija Darbo partija + jaunimas,38,999
"12,22%",Lazdynų (Nr.9) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,56,2335
"8,26%",Lazdynų (Nr.9) rinkimų apygarda,Liberalų ir centro sąjunga,29,1586
"11,08%",Lazdynų (Nr.9) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,40,2128
"1,34%",Lazdynų (Nr.9) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,5,258
"1,64%",Lazdynų (Nr.9) rinkimų apygarda,Naujoji sąjunga (socialliberalai),13,307
"4,86%",Lazdynų (Nr.9) rinkimų apygarda,"""Fronto"" partija",21,929
"1,42%",Lazdynų (Nr.9) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",4,273
"0,70%",Lazdynų (Nr.9) rinkimų apygarda,Pilietinės demokratijos partija,3,134
"2,88%",Lazdynų (Nr.9) rinkimų apygarda,Lietuvos rusų sąjunga,19,545
"0,45%",Lazdynų (Nr.9) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,6,82
"0,68%",Lazdynų (Nr.9) rinkimų apygarda,Lietuvos centro partija,2,131
"25,07%",Karoliniškių (Nr.8) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,186,5247
"8,09%",Karoliniškių (Nr.8) rinkimų apygarda,Tautos prisikėlimo partija,23,1730
"13,00%",Karoliniškių (Nr.8) rinkimų apygarda,Partija Tvarka ir teisingumas,51,2766
"8,24%",Karoliniškių (Nr.8) rinkimų apygarda,Lietuvos socialdemokratų partija,39,1746
"5,09%",Karoliniškių (Nr.8) rinkimų apygarda,Koalicija Darbo partija + jaunimas,27,1077
"6,40%",Karoliniškių (Nr.8) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,23,1364
"9,06%",Karoliniškių (Nr.8) rinkimų apygarda,Liberalų ir centro sąjunga,42,1921
"9,57%",Karoliniškių (Nr.8) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,27,2048
"1,62%",Karoliniškių (Nr.8) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,7,344
"1,72%",Karoliniškių (Nr.8) rinkimų apygarda,Naujoji sąjunga (socialliberalai),6,367
"4,74%",Karoliniškių (Nr.8) rinkimų apygarda,"""Fronto"" partija",18,1010
"1,10%",Karoliniškių (Nr.8) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",2,236
"2,44%",Karoliniškių (Nr.8) rinkimų apygarda,Pilietinės demokratijos partija,11,517
"2,57%",Karoliniškių (Nr.8) rinkimų apygarda,Lietuvos rusų sąjunga,6,552
"0,51%",Karoliniškių (Nr.8) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,3,108
"0,78%",Karoliniškių (Nr.8) rinkimų apygarda,Lietuvos centro partija,4,165
"22,13%",Justiniškių (Nr.7) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,103,4802
"9,53%",Justiniškių (Nr.7) rinkimų apygarda,Tautos prisikėlimo partija,22,2090
"12,23%",Justiniškių (Nr.7) rinkimų apygarda,Partija Tvarka ir teisingumas,33,2678
"7,26%",Justiniškių (Nr.7) rinkimų apygarda,Lietuvos socialdemokratų partija,35,1574
"4,65%",Justiniškių (Nr.7) rinkimų apygarda,Koalicija Darbo partija + jaunimas,36,995
"7,71%",Justiniškių (Nr.7) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,22,1686
"12,82%",Justiniškių (Nr.7) rinkimų apygarda,Liberalų ir centro sąjunga,37,2804
"9,24%",Justiniškių (Nr.7) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,29,2019
"1,96%",Justiniškių (Nr.7) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,11,424
"3,13%",Justiniškių (Nr.7) rinkimų apygarda,Naujoji sąjunga (socialliberalai),18,675
"3,57%",Justiniškių (Nr.7) rinkimų apygarda,"""Fronto"" partija",13,779
"1,43%",Justiniškių (Nr.7) rinkimų apygarda,"Partija ""Jaunoji Lietuva""",8,308
"0,87%",Justiniškių (Nr.7) rinkimų apygarda,Pilietinės demokratijos partija,3,189
"2,30%",Justiniškių (Nr.7) rinkimų apygarda,Lietuvos rusų sąjunga,11,499
"0,55%",Justiniškių (Nr.7) rinkimų apygarda,Lietuvos socialdemokratų sąjunga,5,118
"0,64%",Justiniškių (Nr.7) rinkimų apygarda,Lietuvos centro partija,5,136
"22,10%",Šeškinės (Nr.6) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,146,4158
"8,14%",Šeškinės (Nr.6) rinkimų apygarda,Tautos prisikėlimo partija,24,1561
"13,61%",Šeškinės (Nr.6) rinkimų apygarda,Partija Tvarka ir teisingumas,51,2599
"10,18%",Šeškinės (Nr.6) rinkimų apygarda,Lietuvos socialdemokratų partija,52,1930
"5,18%",Šeškinės (Nr.6) rinkimų apygarda,Koalicija Darbo partija + jaunimas,29,979
"5,89%",Šeškinės (Nr.6) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,26,1121
"9,19%",Šeškinės (Nr.6) rinkimų apygarda,Liberalų ir centro sąjunga,30,1759
"10,09%",Šeškinės (Nr.6) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,37,1927
"1,60%",Šeškinės (Nr.6) rinkimų apygarda,Lietuvos valstiečių liaudininkų sąjunga,5,306
"2,14%",Šeškinės (Nr.6) rinkimų apygarda,Naujoji sąjunga (socialliberalai),10,406
"5,41%",Šeškinės (Nr.6) rinkimų apygarda,"""Fronto"" partija",27,1027
