kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Dalija ŠEPORAITIENĖ,,"41,18%",271,"40,03%",44,Vėžaičių  (Nr.15) apylinkė  
Petras GRAŽULIS,,"58,10%",53,"57,55%",8,Tilvikų  (Nr.14) apylinkė  
Dalija ŠEPORAITIENĖ,,"41,90%",40,"41,51%",4,Tilvikų  (Nr.14) apylinkė  
Petras GRAŽULIS,,"55,79%",121,"55,10%",14,Lapių  (Nr.13) apylinkė  
Dalija ŠEPORAITIENĖ,,"44,21%",78,"43,67%",29,Lapių  (Nr.13) apylinkė  
Petras GRAŽULIS,,"63,97%",123,"62,45%",35,Girininkų  (Nr.12) apylinkė  
Dalija ŠEPORAITIENĖ,,"36,03%",52,"35,18%",37,Girininkų  (Nr.12) apylinkė  
Petras GRAŽULIS,,"49,00%",183,"47,83%",37,Veiviržėnų  (Nr.11) apylinkė  
Dalija ŠEPORAITIENĖ,,"51,00%",182,"49,78%",47,Veiviržėnų  (Nr.11) apylinkė  
Petras GRAŽULIS,,"48,50%",70,"48,50%",11,Šalpėnų  (Nr.10) apylinkė  
Dalija ŠEPORAITIENĖ,,"51,50%",71,"51,50%",15,Šalpėnų  (Nr.10) apylinkė  
Petras GRAŽULIS,,"44,04%",81,"43,24%",15,Pėžaičių  (Nr.9) apylinkė  
Dalija ŠEPORAITIENĖ,,"55,96%",95,"54,95%",27,Pėžaičių  (Nr.9) apylinkė  
Petras GRAŽULIS,,"47,86%",64,"47,52%",3,Daukšaičių  (Nr.8) apylinkė  
Dalija ŠEPORAITIENĖ,,"52,14%",59,"51,77%",14,Daukšaičių  (Nr.8) apylinkė  
Petras GRAŽULIS,,"58,25%",48,"57,69%",12,Žadeikių  (Nr.7) apylinkė  
Dalija ŠEPORAITIENĖ,,"41,75%",39,"41,35%",4,Žadeikių  (Nr.7) apylinkė  
Petras GRAŽULIS,,"54,28%",110,"52,52%",36,Judrėnų  (Nr.6) apylinkė  
Dalija ŠEPORAITIENĖ,,"45,72%",85,"44,24%",38,Judrėnų  (Nr.6) apylinkė  
Petras GRAŽULIS,,"64,50%",263,"62,87%",35,Endriejavo  (Nr.5) apylinkė  
Dalija ŠEPORAITIENĖ,,"35,50%",118,"34,60%",46,Endriejavo  (Nr.5) apylinkė  
Petras GRAŽULIS,,"45,55%",520,"44,35%",53,Gargždų  (Nr.4) apylinkė  
Dalija ŠEPORAITIENĖ,,"54,45%",614,"53,02%",71,Gargždų  (Nr.4) apylinkė  
Petras GRAŽULIS,,"54,98%",337,"53,08%",33,Gargždų  (Nr.3) apylinkė  
Dalija ŠEPORAITIENĖ,,"45,02%",259,"43,47%",44,Gargždų  (Nr.3) apylinkė  
Petras GRAŽULIS,,"42,86%",534,"41,88%",54,Gargždų  (Nr.2) apylinkė  
Dalija ŠEPORAITIENĖ,,"57,14%",673,"55,84%",111,Gargždų  (Nr.2) apylinkė  
Petras GRAŽULIS,,"45,32%",446,"43,42%",125,Gargždų  (Nr.1) apylinkė  
Dalija ŠEPORAITIENĖ,,"54,68%",543,"52,40%",146,Gargždų  (Nr.1) apylinkė  
Audrius ENDZINAS,,"81,85%",219,"79,14%",20,Lietuvininkų  (Nr.35) apylinkė  
Kęstas KOMSKIS,,"18,15%",49,"17,55%",4,Lietuvininkų  (Nr.35) apylinkė  
Audrius ENDZINAS,,"51,32%",131,"49,52%",24,Usėnų  (Nr.29) apylinkė  
Kęstas KOMSKIS,,"48,68%",114,"46,96%",33,Usėnų  (Nr.29) apylinkė  
Audrius ENDZINAS,,"56,39%",113,"54,35%",37,Vilkyčių  (Nr.23) apylinkė  
Kęstas KOMSKIS,,"43,61%",90,"42,03%",26,Vilkyčių  (Nr.23) apylinkė  
Audrius ENDZINAS,,"56,37%",187,"54,32%",52,Kintų  (Nr.22) apylinkė  
Kęstas KOMSKIS,,"43,63%",158,"42,05%",27,Kintų  (Nr.22) apylinkė  
Audrius ENDZINAS,,"66,34%",163,"64,86%",40,Saugų  (Nr.21) apylinkė  
Kęstas KOMSKIS,,"33,66%",91,"32,91%",12,Saugų  (Nr.21) apylinkė  
Audrius ENDZINAS,,"55,77%",39,"54,72%",19,Barvų  (Nr.20) apylinkė  
Kęstas KOMSKIS,,"44,23%",44,"43,40%",2,Barvų  (Nr.20) apylinkė  
Audrius ENDZINAS,,"64,77%",40,"64,04%",17,Žemaitkiemio  (Nr.19) apylinkė  
Kęstas KOMSKIS,,"35,23%",26,"34,83%",5,Žemaitkiemio  (Nr.19) apylinkė  
Audrius ENDZINAS,,"70,71%",266,"68,91%",31,Naujakurių  (Nr.18) apylinkė  
Kęstas KOMSKIS,,"29,29%",101,"28,54%",22,Naujakurių  (Nr.18) apylinkė  
Audrius ENDZINAS,,"44,28%",75,"41,59%",14,Macikų  (Nr.17) apylinkė  
Kęstas KOMSKIS,,"55,72%",77,"52,34%",35,Macikų  (Nr.17) apylinkė  
Audrius ENDZINAS,,"65,12%",155,"64,62%",13,Grabupių  (Nr.16) apylinkė  
Kęstas KOMSKIS,,"34,88%",66,"34,62%",24,Grabupių  (Nr.16) apylinkė  
Audrius ENDZINAS,,"52,17%",24,"52,17%",0,Paleičių  (Nr.15) apylinkė  
Kęstas KOMSKIS,,"47,83%",22,"47,83%",0,Paleičių  (Nr.15) apylinkė  
Audrius ENDZINAS,,"50,99%",77,"49,52%",26,Pašyšių  (Nr.14) apylinkė  
Kęstas KOMSKIS,,"49,01%",77,"47,60%",22,Pašyšių  (Nr.14) apylinkė  
Audrius ENDZINAS,,"55,25%",136,"53,59%",43,Juknaičių  (Nr.13) apylinkė  
Kęstas KOMSKIS,,"44,75%",124,"43,41%",21,Juknaičių  (Nr.13) apylinkė  
Audrius ENDZINAS,,"76,51%",94,"75,00%",20,Jonaičių  (Nr.12) apylinkė  
Kęstas KOMSKIS,,"23,49%",23,"23,03%",12,Jonaičių  (Nr.12) apylinkė  
Audrius ENDZINAS,,"15,64%",37,"15,41%",14,Žukų  (Nr.11) apylinkė  
Kęstas KOMSKIS,,"84,36%",235,"83,08%",40,Žukų  (Nr.11) apylinkė  
Audrius ENDZINAS,,"54,12%",98,"50,97%",7,Traksėdžių  (Nr.11) apylinkė  
Kęstas KOMSKIS,,"45,88%",78,"43,20%",11,Traksėdžių  (Nr.11) apylinkė  
Audrius ENDZINAS,,"56,86%",211,"56,13%",50,Pagrynių  (Nr.10) apylinkė  
Kęstas KOMSKIS,,"43,14%",137,"42,58%",61,Pagrynių  (Nr.10) apylinkė  
Audrius ENDZINAS,,"23,13%",88,"22,72%",14,Vilkyškių  (Nr.10) apylinkė  
Kęstas KOMSKIS,,"76,87%",293,"75,50%",46,Vilkyškių  (Nr.10) apylinkė  
Audrius ENDZINAS,,"22,36%",76,"21,23%",17,Rambyno  (Nr.9) apylinkė  
Kęstas KOMSKIS,,"77,64%",274,"73,74%",49,Rambyno  (Nr.9) apylinkė  
Audrius ENDZINAS,,"22,31%",49,"21,56%",9,Šilgalių  (Nr.8) apylinkė  
Kęstas KOMSKIS,,"77,69%",159,"75,09%",43,Šilgalių  (Nr.8) apylinkė  
Audrius ENDZINAS,,"19,55%",86,"18,92%",19,Stoniškių  (Nr.7) apylinkė  
Kęstas KOMSKIS,,"80,45%",342,"77,84%",90,Stoniškių  (Nr.7) apylinkė  
Audrius ENDZINAS,,"14,92%",24,"14,45%",13,Piktupėnų  (Nr.6) apylinkė  
Kęstas KOMSKIS,,"85,08%",164,"82,42%",47,Piktupėnų  (Nr.6) apylinkė  
Audrius ENDZINAS,,"63,26%",269,"61,91%",22,Rusnės  (Nr.6) apylinkė  
Kęstas KOMSKIS,,"36,74%",155,"35,96%",14,Rusnės  (Nr.6) apylinkė  
Audrius ENDZINAS,,"68,29%",438,"65,55%",53,Tilžės  (Nr.5) apylinkė  
Kęstas KOMSKIS,,"31,71%",187,"30,44%",41,Tilžės  (Nr.5) apylinkė  
Audrius ENDZINAS,,"13,36%",28,"13,27%",11,Pagėgių kaimiškoji  (Nr.5) apylinkė  
Kęstas KOMSKIS,,"86,64%",190,"86,05%",63,Pagėgių kaimiškoji  (Nr.5) apylinkė  
Audrius ENDZINAS,,"24,23%",64,"23,72%",15,Natkiškių  (Nr.4) apylinkė  
Kęstas KOMSKIS,,"75,77%",209,"74,17%",38,Natkiškių  (Nr.4) apylinkė  
Audrius ENDZINAS,,"69,68%",377,"67,13%",62,Politechnikos  (Nr.4) apylinkė  
Kęstas KOMSKIS,,"30,32%",147,"29,20%",44,Politechnikos  (Nr.4) apylinkė  
Audrius ENDZINAS,,"11,51%",15,"11,35%",1,Kentrių  (Nr.3) apylinkė  
Kęstas KOMSKIS,,"88,49%",105,"87,23%",18,Kentrių  (Nr.3) apylinkė  
Audrius ENDZINAS,,"70,65%",513,"68,64%",43,Vidurinės  (Nr.3) apylinkė  
Kęstas KOMSKIS,,"29,35%",187,"28,52%",44,Vidurinės  (Nr.3) apylinkė  
Audrius ENDZINAS,,"74,17%",497,"71,59%",60,Žalgirio  (Nr.2) apylinkė  
Kęstas KOMSKIS,,"25,83%",167,"24,94%",27,Žalgirio  (Nr.2) apylinkė  
Audrius ENDZINAS,,"15,43%",27,"15,08%",0,Panemunės  (Nr.2) apylinkė  
Kęstas KOMSKIS,,"84,57%",137,"82,68%",11,Panemunės  (Nr.2) apylinkė  
Audrius ENDZINAS,,"66,92%",403,"65,06%",42,Mokyklos  (Nr.1) apylinkė  
Kęstas KOMSKIS,,"33,08%",150,"32,16%",70,Mokyklos  (Nr.1) apylinkė  
Audrius ENDZINAS,,"24,20%",171,"23,66%",32,Pagėgių  (Nr.1) apylinkė  
Kęstas KOMSKIS,,"75,80%",509,"74,13%",127,Pagėgių  (Nr.1) apylinkė  
Stasys ŠEDBARAS,,"49,36%",53,"48,43%",24,Dauglaukio  (Nr.34) apylinkė  
Pranas PETROŠIUS,,"50,64%",62,"49,69%",17,Dauglaukio  (Nr.34) apylinkė  
Stasys ŠEDBARAS,,"54,07%",72,"52,54%",21,Baltrušaičių  (Nr.33) apylinkė  
Pranas PETROŠIUS,,"45,93%",65,"44,63%",14,Baltrušaičių  (Nr.33) apylinkė  
Stasys ŠEDBARAS,,"49,50%",43,"49,02%",7,Eičių  (Nr.32) apylinkė  
Pranas PETROŠIUS,,"50,50%",47,"50,00%",4,Eičių  (Nr.32) apylinkė  
Stasys ŠEDBARAS,,"48,12%",68,"47,53%",9,Kunigiškių  (Nr.31) apylinkė  
Pranas PETROŠIUS,,"51,88%",68,"51,23%",15,Kunigiškių  (Nr.31) apylinkė  
Stasys ŠEDBARAS,,"44,03%",90,"43,67%",17,Gaurės  (Nr.30) apylinkė  
Pranas PETROŠIUS,,"55,97%",112,"55,51%",24,Gaurės  (Nr.30) apylinkė  
Stasys ŠEDBARAS,,"45,40%",40,"44,58%",34,Eidintų  (Nr.29) apylinkė  
Pranas PETROŠIUS,,"54,60%",62,"53,61%",27,Eidintų  (Nr.29) apylinkė  
Stasys ŠEDBARAS,,"46,15%",102,"45,14%",42,Batakių  (Nr.28) apylinkė  
Pranas PETROŠIUS,,"53,85%",113,"52,66%",55,Batakių  (Nr.28) apylinkė  
Stasys ŠEDBARAS,,"36,79%",29,"36,11%",10,Juodpetrių  (Nr.23) apylinkė  
Pranas PETROŠIUS,,"63,21%",52,"62,04%",15,Juodpetrių  (Nr.23) apylinkė  
Stasys ŠEDBARAS,,"28,57%",20,"27,96%",6,Šakviečio  (Nr.22) apylinkė  
Pranas PETROŠIUS,,"71,43%",49,"69,89%",16,Šakviečio  (Nr.22) apylinkė  
Stasys ŠEDBARAS,,"48,11%",66,"47,59%",23,Lomių  (Nr.21) apylinkė  
Pranas PETROŠIUS,,"51,89%",75,"51,34%",21,Lomių  (Nr.21) apylinkė  
Stasys ŠEDBARAS,,"56,33%",92,"54,76%",46,Mažonų  (Nr.20) apylinkė  
Pranas PETROŠIUS,,"43,67%",78,"42,46%",29,Mažonų  (Nr.20) apylinkė  
Stasys ŠEDBARAS,,"48,74%",116,"48,21%",19,Pagramančio  (Nr.19) apylinkė  
Pranas PETROŠIUS,,"51,26%",126,"50,71%",16,Pagramančio  (Nr.19) apylinkė  
Stasys ŠEDBARAS,,"72,86%",137,"71,16%",16,Norkaičių  (Nr.18) apylinkė  
Pranas PETROŠIUS,,"27,14%",50,"26,51%",7,Norkaičių  (Nr.18) apylinkė  
Stasys ŠEDBARAS,,"36,32%",54,"34,43%",19,Dapkiškių  (Nr.17) apylinkė  
Pranas PETROŠIUS,,"63,68%",100,"60,38%",28,Dapkiškių  (Nr.17) apylinkė  
Stasys ŠEDBARAS,,"49,58%",90,"48,95%",27,Aukštupių  (Nr.16) apylinkė  
Pranas PETROŠIUS,,"50,42%",88,"49,79%",31,Aukštupių  (Nr.16) apylinkė  
Stasys ŠEDBARAS,,"43,10%",17,"43,10%",8,Vizbarų  (Nr.15) apylinkė  
Pranas PETROŠIUS,,"56,90%",28,"56,90%",5,Vizbarų  (Nr.15) apylinkė  
Stasys ŠEDBARAS,,"53,82%",90,"53,17%",44,Žygaičių  (Nr.14) apylinkė  
Pranas PETROŠIUS,,"46,18%",85,"45,63%",30,Žygaičių  (Nr.14) apylinkė  
Stasys ŠEDBARAS,,"50,00%",85,"48,20%",22,Sartininkų  (Nr.13) apylinkė  
Pranas PETROŠIUS,,"50,00%",77,"48,20%",30,Sartininkų  (Nr.13) apylinkė  
Stasys ŠEDBARAS,,"50,44%",145,"49,71%",28,Lauksargių  (Nr.11) apylinkė  
Pranas PETROŠIUS,,"49,56%",107,"48,85%",63,Lauksargių  (Nr.11) apylinkė  
Stasys ŠEDBARAS,,"55,89%",266,"54,17%",33,Taurų  (Nr.10) apylinkė  
Pranas PETROŠIUS,,"44,11%",213,"42,75%",23,Taurų  (Nr.10) apylinkė  
Stasys ŠEDBARAS,,"55,80%",215,"53,10%",16,Melioratorių  (Nr.9) apylinkė  
Pranas PETROŠIUS,,"44,20%",166,"42,07%",17,Melioratorių  (Nr.9) apylinkė  
Stasys ŠEDBARAS,,"69,14%",649,"66,73%",41,Laisvės  (Nr.7) apylinkė  
Pranas PETROŠIUS,,"30,86%",273,"29,79%",35,Laisvės  (Nr.7) apylinkė  
Stasys ŠEDBARAS,,"57,20%",552,"55,56%",48,Moksleivių  (Nr.6) apylinkė  
Pranas PETROŠIUS,,"42,80%",390,"41,57%",59,Moksleivių  (Nr.6) apylinkė  
Stasys ŠEDBARAS,,"66,69%",731,"65,61%",76,Aerodromo  (Nr.5) apylinkė  
Pranas PETROŠIUS,,"33,31%",357,"32,76%",46,Aerodromo  (Nr.5) apylinkė  
Stasys ŠEDBARAS,,"64,14%",278,"62,85%",35,Dariaus ir Girėno  (Nr.4) apylinkė  
Pranas PETROŠIUS,,"35,86%",142,"35,14%",33,Dariaus ir Girėno  (Nr.4) apylinkė  
Stasys ŠEDBARAS,,"63,92%",291,"62,58%",97,Tauragės  (Nr.3) apylinkė  
Pranas PETROŠIUS,,"36,08%",186,"35,32%",33,Tauragės  (Nr.3) apylinkė  
Stasys ŠEDBARAS,,"60,71%",752,"59,39%",67,J.Tumo - Vaižganto  (Nr.2) apylinkė  
Pranas PETROŠIUS,,"39,29%",476,"38,43%",54,J.Tumo - Vaižganto  (Nr.2) apylinkė  
Stasys ŠEDBARAS,,"61,91%",532,"60,06%",50,Prezidento  (Nr.1) apylinkė  
Pranas PETROŠIUS,,"38,09%",329,"36,95%",29,Prezidento  (Nr.1) apylinkė  
Jonas JAGMINAS,,"58,17%",100,"56,54%",21,Žlibinų  (Nr.35) apylinkė  
Jurgis RAZMA,,"41,83%",67,"40,65%",20,Žlibinų  (Nr.35) apylinkė  
Jonas JAGMINAS,,"30,43%",106,"29,65%",20,Žemaičių Kalvarijos  (Nr.34) apylinkė  
Jurgis RAZMA,,"69,57%",250,"67,76%",38,Žemaičių Kalvarijos  (Nr.34) apylinkė  
Jonas JAGMINAS,,"41,39%",117,"40,98%",8,Truikių  (Nr.32) apylinkė  
Jurgis RAZMA,,"58,61%",161,"58,03%",16,Truikių  (Nr.32) apylinkė  
Jonas JAGMINAS,,"48,21%",136,"46,30%",39,Šateikių  (Nr.31) apylinkė  
Jurgis RAZMA,,"51,79%",139,"49,74%",49,Šateikių  (Nr.31) apylinkė  
Jonas JAGMINAS,,"51,69%",77,"51,40%",15,Stanelių  (Nr.30) apylinkė  
Jurgis RAZMA,,"48,31%",77,"48,04%",9,Stanelių  (Nr.30) apylinkė  
Jonas JAGMINAS,,"64,86%",123,"63,16%",21,Stalgėnų  (Nr.29) apylinkė  
Jurgis RAZMA,,"35,14%",58,"34,21%",20,Stalgėnų  (Nr.29) apylinkė  
Jonas JAGMINAS,,"40,69%",167,"39,92%",45,Platelių  (Nr.26) apylinkė  
Jurgis RAZMA,,"59,31%",246,"58,19%",63,Platelių  (Nr.26) apylinkė  
Jonas JAGMINAS,,"47,31%",172,"46,01%",30,Nausodžio  (Nr.24) apylinkė  
Jurgis RAZMA,,"52,69%",188,"51,25%",37,Nausodžio  (Nr.24) apylinkė  
Jonas JAGMINAS,,"60,00%",129,"59,52%",21,Narvaišių  (Nr.23) apylinkė  
Jurgis RAZMA,,"40,00%",88,"39,68%",12,Narvaišių  (Nr.23) apylinkė  
Jonas JAGMINAS,,"53,62%",71,"53,24%",3,Milašaičių  (Nr.21) apylinkė  
Jurgis RAZMA,,"46,38%",55,"46,04%",9,Milašaičių  (Nr.21) apylinkė  
Jonas JAGMINAS,,"62,02%",214,"60,28%",44,Kulių  (Nr.19) apylinkė  
Jurgis RAZMA,,"37,98%",133,"36,92%",25,Kulių  (Nr.19) apylinkė  
Jonas JAGMINAS,,"74,66%",185,"73,40%",33,Kontaučių  (Nr.18) apylinkė  
Jurgis RAZMA,,"25,34%",56,"24,92%",18,Kontaučių  (Nr.18) apylinkė  
Jonas JAGMINAS,,"73,98%",127,"72,14%",18,Karklėnų  (Nr.17) apylinkė  
Jurgis RAZMA,,"26,02%",41,"25,37%",10,Karklėnų  (Nr.17) apylinkė  
Jonas JAGMINAS,,"74,01%",120,"72,38%",11,Grumblių  (Nr.16) apylinkė  
Jurgis RAZMA,,"25,99%",41,"25,41%",5,Grumblių  (Nr.16) apylinkė  
Jonas JAGMINAS,,"51,00%",106,"50,20%",21,Glaudžių  (Nr.15) apylinkė  
Jurgis RAZMA,,"49,00%",110,"48,22%",12,Glaudžių  (Nr.15) apylinkė  
Jonas JAGMINAS,,"41,72%",56,"40,24%",12,Gintališkės  (Nr.14) apylinkė  
Jurgis RAZMA,,"58,28%",61,"56,21%",34,Gintališkės  (Nr.14) apylinkė  
Jonas JAGMINAS,,"33,15%",42,"32,43%",18,Gegrėnų  (Nr.12) apylinkė  
Jurgis RAZMA,,"66,85%",96,"65,41%",25,Gegrėnų  (Nr.12) apylinkė  
Jonas JAGMINAS,,"31,28%",48,"30,60%",8,Didvyčių  (Nr.11) apylinkė  
Jurgis RAZMA,,"68,72%",108,"67,21%",15,Didvyčių  (Nr.11) apylinkė  
Jonas JAGMINAS,,"45,14%",144,"43,60%",23,Alsėdžių  (Nr.9) apylinkė  
Jurgis RAZMA,,"54,86%",166,"53,00%",37,Alsėdžių  (Nr.9) apylinkė  
Jonas JAGMINAS,,"59,74%",179,"57,76%",48,Vatušių  (Nr.9) apylinkė  
Jurgis RAZMA,,"40,26%",103,"38,93%",50,Vatušių  (Nr.9) apylinkė  
Jonas JAGMINAS,,"68,89%",109,"68,51%",15,Aleksandravo  (Nr.8) apylinkė  
Jurgis RAZMA,,"31,11%",45,"30,94%",11,Aleksandravo  (Nr.8) apylinkė  
Jonas JAGMINAS,,"71,65%",298,"70,87%",28,Tverų  (Nr.8) apylinkė  
Jurgis RAZMA,,"28,35%",104,"28,04%",25,Tverų  (Nr.8) apylinkė  
Jonas JAGMINAS,,"46,32%",332,"44,68%",33,A.Vaišvilos  (Nr.7) apylinkė  
Jurgis RAZMA,,"53,68%",382,"51,77%",41,A.Vaišvilos  (Nr.7) apylinkė  
Jonas JAGMINAS,,"68,29%",301,"67,76%",50,Sauslaukio  (Nr.7) apylinkė  
Jurgis RAZMA,,"31,71%",112,"31,47%",51,Sauslaukio  (Nr.7) apylinkė  
Jonas JAGMINAS,,"39,41%",275,"36,48%",19,Senamiesčio  (Nr.6) apylinkė  
Jurgis RAZMA,,"60,59%",422,"56,08%",30,Senamiesčio  (Nr.6) apylinkė  
Jonas JAGMINAS,,"62,55%",594,"61,70%",94,Rietavo  (Nr.6) apylinkė  
Jurgis RAZMA,,"37,45%",340,"36,95%",72,Rietavo  (Nr.6) apylinkė  
Jonas JAGMINAS,,"48,12%",419,"46,72%",29,V.Mačernio  (Nr.5) apylinkė  
Jurgis RAZMA,,"51,88%",455,"50,36%",28,V.Mačernio  (Nr.5) apylinkė  
Jonas JAGMINAS,,"58,13%",123,"56,97%",20,Pelaičių  (Nr.5) apylinkė  
Jurgis RAZMA,,"41,87%",79,"41,04%",24,Pelaičių  (Nr.5) apylinkė  
Jonas JAGMINAS,,"42,45%",383,"41,42%",44,Laisvės  (Nr.4) apylinkė  
Jurgis RAZMA,,"57,55%",527,"56,16%",52,Laisvės  (Nr.4) apylinkė  
Jonas JAGMINAS,,"73,98%",116,"73,23%",29,Medingėnų  (Nr.4) apylinkė  
Jurgis RAZMA,,"26,02%",34,"25,76%",17,Medingėnų  (Nr.4) apylinkė  
Jonas JAGMINAS,,"70,71%",88,"67,81%",11,Labardžių  (Nr.3) apylinkė  
Jurgis RAZMA,,"29,29%",35,"28,08%",6,Labardžių  (Nr.3) apylinkė  
Jonas JAGMINAS,,"48,59%",474,"47,17%",42,A.Jucio  (Nr.3) apylinkė  
Jurgis RAZMA,,"51,41%",489,"49,91%",57,A.Jucio  (Nr.3) apylinkė  
Jonas JAGMINAS,,"60,20%",44,"57,84%",15,Giliogirio  (Nr.2) apylinkė  
Jurgis RAZMA,,"39,80%",28,"38,24%",11,Giliogirio  (Nr.2) apylinkė  
Jonas JAGMINAS,,"43,72%",170,"42,39%",11,Dariaus ir Girėno  (Nr.2) apylinkė  
Jurgis RAZMA,,"56,28%",217,"54,57%",16,Dariaus ir Girėno  (Nr.2) apylinkė  
Jonas JAGMINAS,,"67,71%",122,"66,67%",8,Daugėdų  (Nr.1) apylinkė  
Jurgis RAZMA,,"32,29%",55,"31,79%",7,Daugėdų  (Nr.1) apylinkė  
Jonas JAGMINAS,,"48,29%",234,"45,77%",20,Birutės  (Nr.1) apylinkė  
Jurgis RAZMA,,"51,71%",218,"49,01%",54,Birutės  (Nr.1) apylinkė  
Vaidotas BACEVIČIUS,,"48,68%",27,"48,05%",10,Valėnų  (Nr.38) apylinkė  
Egidijus KLUMBYS,,"51,32%",28,"50,65%",11,Valėnų  (Nr.38) apylinkė  
Vaidotas BACEVIČIUS,,"62,41%",80,"58,04%",3,Jokūbavo  (Nr.37) apylinkė  
Egidijus KLUMBYS,,"37,59%",43,"34,97%",7,Jokūbavo  (Nr.37) apylinkė  
Vaidotas BACEVIČIUS,,"58,62%",50,"56,67%",1,Rubulių  (Nr.36) apylinkė  
Egidijus KLUMBYS,,"41,38%",34,"40,00%",2,Rubulių  (Nr.36) apylinkė  
Vaidotas BACEVIČIUS,,"66,35%",63,"65,09%",6,Raguviškių  (Nr.35) apylinkė  
Egidijus KLUMBYS,,"33,65%",32,"33,02%",3,Raguviškių  (Nr.35) apylinkė  
Vaidotas BACEVIČIUS,,"68,97%",108,"68,57%",12,Dupulčių  (Nr.34) apylinkė  
Egidijus KLUMBYS,,"31,03%",49,"30,86%",5,Dupulčių  (Nr.34) apylinkė  
Vaidotas BACEVIČIUS,,"48,57%",11,"48,57%",6,Mikoliškių  (Nr.33) apylinkė  
Egidijus KLUMBYS,,"51,43%",17,"51,43%",1,Mikoliškių  (Nr.33) apylinkė  
Vaidotas BACEVIČIUS,,"44,83%",33,"42,86%",6,Budrių  (Nr.32) apylinkė  
Egidijus KLUMBYS,,"55,17%",39,"52,75%",9,Budrių  (Nr.32) apylinkė  
Vaidotas BACEVIČIUS,,"64,38%",73,"62,25%",21,Baublių  (Nr.31) apylinkė  
Egidijus KLUMBYS,,"35,62%",41,"34,44%",11,Baublių  (Nr.31) apylinkė  
Vaidotas BACEVIČIUS,,"64,29%",41,"64,29%",4,Nasrėnų  (Nr.30) apylinkė  
Egidijus KLUMBYS,,"35,71%",24,"35,71%",1,Nasrėnų  (Nr.30) apylinkė  
Vaidotas BACEVIČIUS,,"59,58%",240,"58,89%",15,Kūlupėnų  (Nr.29) apylinkė  
Egidijus KLUMBYS,,"40,42%",162,"39,95%",11,Kūlupėnų  (Nr.29) apylinkė  
Vaidotas BACEVIČIUS,,"65,29%",320,"62,48%",43,Vydmantų  (Nr.28) apylinkė  
Egidijus KLUMBYS,,"34,71%",165,"33,22%",28,Vydmantų  (Nr.28) apylinkė  
Vaidotas BACEVIČIUS,,"48,88%",68,"48,66%",41,Rūdaičių  (Nr.27) apylinkė  
Egidijus KLUMBYS,,"51,12%",67,"50,89%",47,Rūdaičių  (Nr.27) apylinkė  
Vaidotas BACEVIČIUS,,"53,44%",120,"53,01%",12,Kretingsodžio  (Nr.26) apylinkė  
Egidijus KLUMBYS,,"46,56%",104,"46,18%",11,Kretingsodžio  (Nr.26) apylinkė  
Vaidotas BACEVIČIUS,,"51,27%",65,"48,50%",16,Padvarių  (Nr.25) apylinkė  
Egidijus KLUMBYS,,"48,73%",54,"46,11%",23,Padvarių  (Nr.25) apylinkė  
Vaidotas BACEVIČIUS,,"66,54%",158,"64,79%",15,Dvaro  (Nr.24) apylinkė  
Egidijus KLUMBYS,,"33,46%",77,"32,58%",10,Dvaro  (Nr.24) apylinkė  
Vaidotas BACEVIČIUS,,"49,68%",51,"46,67%",26,Kurmaičių  (Nr.23) apylinkė  
Egidijus KLUMBYS,,"50,32%",62,"47,27%",16,Kurmaičių  (Nr.23) apylinkė  
Vaidotas BACEVIČIUS,,"26,67%",29,"26,28%",7,Kalniškių  (Nr.22) apylinkė  
Egidijus KLUMBYS,,"73,33%",88,"72,26%",11,Kalniškių  (Nr.22) apylinkė  
Vaidotas BACEVIČIUS,,"58,56%",221,"57,52%",39,Kartenos  (Nr.21) apylinkė  
Egidijus KLUMBYS,,"41,44%",144,"40,71%",40,Kartenos  (Nr.21) apylinkė  
Vaidotas BACEVIČIUS,,"56,25%",22,"56,25%",14,Kalnalio  (Nr.20) apylinkė  
Egidijus KLUMBYS,,"43,75%",22,"43,75%",6,Kalnalio  (Nr.20) apylinkė  
Vaidotas BACEVIČIUS,,"53,16%",91,"51,79%",10,Erlėnų  (Nr.19) apylinkė  
Egidijus KLUMBYS,,"46,84%",78,"45,64%",11,Erlėnų  (Nr.19) apylinkė  
Vaidotas BACEVIČIUS,,"75,65%",78,"72,50%",9,Juodupėnų  (Nr.18) apylinkė  
Egidijus KLUMBYS,,"24,35%",26,"23,33%",2,Juodupėnų  (Nr.18) apylinkė  
Vaidotas BACEVIČIUS,,"50,00%",35,"49,56%",21,Laivių  (Nr.17) apylinkė  
Egidijus KLUMBYS,,"50,00%",38,"49,56%",18,Laivių  (Nr.17) apylinkė  
Vaidotas BACEVIČIUS,,"67,82%",83,"67,05%",35,Žvainių  (Nr.16) apylinkė  
Egidijus KLUMBYS,,"32,18%",43,"31,82%",13,Žvainių  (Nr.16) apylinkė  
Vaidotas BACEVIČIUS,,"64,29%",71,"62,07%",19,Piliakalnio  (Nr.15) apylinkė  
Egidijus KLUMBYS,,"35,71%",46,"34,48%",4,Piliakalnio  (Nr.15) apylinkė  
Vaidotas BACEVIČIUS,,"59,43%",79,"58,76%",25,Laukžemės  (Nr.14) apylinkė  
