kandidatas,apygarda,nuo_galiojanciu_biuleteniu,nuo_rinkeju,apylinkese,pastu
Algirdas PALECKIS,Naujosios Vilnios (Nr.10) apygarda,"12,54%","11,93%",2381,68
Artūras MELIANAS,Naujosios Vilnios (Nr.10) apygarda,"12,17%","11,58%",2313,64
Emanuelis ZINGERIS,Naujosios Vilnios (Nr.10) apygarda,"10,89%","10,36%",2014,112
Tatjana RINKEVIČIENĖ,Naujosios Vilnios (Nr.10) apygarda,"7,49%","7,12%",1399,63
Šarūnas SKUČAS,Naujosios Vilnios (Nr.10) apygarda,"5,34%","5,08%",1002,41
Bronius CICĖNAS,Naujosios Vilnios (Nr.10) apygarda,"4,74%","4,51%",883,42
Rolandas BORAVSKIS,Naujosios Vilnios (Nr.10) apygarda,"4,29%","4,08%",797,40
Aleksandras BOJAROVAS,Naujosios Vilnios (Nr.10) apygarda,"2,91%","2,77%",541,28
Juzef TOMAŠEVIČ-JAKOVIČ,Naujosios Vilnios (Nr.10) apygarda,"1,49%","1,42%",276,15
Tomas BIKELIS,Naujosios Vilnios (Nr.10) apygarda,"1,04%","0,99%",193,10
Robertas PRANCKŪNAS,Naujosios Vilnios (Nr.10) apygarda,"1,02%","0,97%",196,4
Ilona POPLAVSKAJA,Naujosios Vilnios (Nr.10) apygarda,"0,95%","0,91%",176,10
Viačeslav JANKELEVIČ,Naujosios Vilnios (Nr.10) apygarda,"0,48%","0,45%",88,5
Algis STRELČIŪNAS,Lazdynų (Nr.9) apygarda,"22,13%","20,89%",4602,259
Gintaras STEPONAVIČIUS,Lazdynų (Nr.9) apygarda,"17,14%","16,18%",3608,157
Romualda POŠEVECKAJA,Lazdynų (Nr.9) apygarda,"14,15%","13,36%",3025,84
Jonas PINSKUS,Lazdynų (Nr.9) apygarda,"12,98%","12,25%",2735,117
Romas ADOMAVIČIUS,Lazdynų (Nr.9) apygarda,"7,33%","6,92%",1559,51
Vytautas BUDNIKAS,Lazdynų (Nr.9) apygarda,"6,23%","5,88%",1320,49
Algirdas GENEVIČIUS,Lazdynų (Nr.9) apygarda,"3,82%","3,61%",799,41
Saulius PAUKŠTYS,Lazdynų (Nr.9) apygarda,"3,30%","3,11%",690,34
Kazimieras UOKA,Lazdynų (Nr.9) apygarda,"3,16%","2,98%",653,41
Jurgita GINTAUTAITĖ,Lazdynų (Nr.9) apygarda,"2,97%","2,81%",621,32
Olegas RATIUKAS,Lazdynų (Nr.9) apygarda,"2,15%","2,03%",456,16
Vidmantas ŽIEMELIS,Lazdynų (Nr.9) apygarda,"1,49%","1,41%",308,19
Oksana ROKAŠEVIČ,Lazdynų (Nr.9) apygarda,"1,46%","1,38%",302,19
Anželika JANKOVSKAJA,Lazdynų (Nr.9) apygarda,"0,76%","0,72%",152,15
Rytis ZABIELSKAS,Lazdynų (Nr.9) apygarda,"0,57%","0,54%",121,4
Sigitas VAIŠNORAS,Lazdynų (Nr.9) apygarda,"0,36%","0,34%",70,9
Danutė BEKINTIENĖ,Karoliniškių (Nr.8) apygarda,"19,82%","18,79%",4556,265
Linas BALSYS,Karoliniškių (Nr.8) apygarda,"16,92%","16,04%",3993,123
Vanda KRAVČIONOK,Karoliniškių (Nr.8) apygarda,"13,20%","12,51%",3117,94
Valdas SKARBALIUS,Karoliniškių (Nr.8) apygarda,"10,79%","10,23%",2541,83
Jurgis JURKEVIČIUS,Karoliniškių (Nr.8) apygarda,"7,88%","7,47%",1835,83
Stasys BRUNDZA,Karoliniškių (Nr.8) apygarda,"6,85%","6,49%",1590,76
Alvydas MEDALINSKAS,Karoliniškių (Nr.8) apygarda,"5,23%","4,96%",1218,55
Ilona GRIGARAVIČIENĖ,Karoliniškių (Nr.8) apygarda,"5,21%","4,94%",1207,61
Almantas PETKUS,Karoliniškių (Nr.8) apygarda,"3,53%","3,34%",823,35
Laimas DIENINIS,Karoliniškių (Nr.8) apygarda,"2,89%","2,74%",665,38
Vytautas BERNATONIS,Karoliniškių (Nr.8) apygarda,"2,81%","2,66%",659,24
Virginija APANAVIČIENĖ,Karoliniškių (Nr.8) apygarda,"1,64%","1,56%",385,15
Mantas PANAVAS,Karoliniškių (Nr.8) apygarda,"1,32%","1,25%",300,21
Juozas VASILIAUSKAS,Karoliniškių (Nr.8) apygarda,"0,63%","0,60%",145,9
Albina KAVALIAUSKAITĖ,Karoliniškių (Nr.8) apygarda,"0,52%","0,49%",121,6
Angelina LABANAUSKIENĖ,Karoliniškių (Nr.8) apygarda,"0,39%","0,37%",92,3
Audrius JASIONIS,Karoliniškių (Nr.8) apygarda,"0,38%","0,36%",88,4
Paulius SAUDARGAS,Justiniškių (Nr.7) apygarda,"18,99%","18,09%",4339,261
Sofija MATAREVIČ,Justiniškių (Nr.7) apygarda,"13,83%","13,18%",3264,87
Gediminas KIRKILAS,Justiniškių (Nr.7) apygarda,"12,54%","11,95%",2935,104
Edmundas VAITEKŪNAS,Justiniškių (Nr.7) apygarda,"11,21%","10,68%",2617,98
Vytautas Antanas MATULEVIČIUS,Justiniškių (Nr.7) apygarda,"9,82%","9,35%",2290,89
Linas KVEDARAVIČIUS,Justiniškių (Nr.7) apygarda,"9,58%","9,12%",2223,97
Rūta VANAGAITĖ,Justiniškių (Nr.7) apygarda,"6,30%","6,00%",1458,69
Rimantas REMEIKA,Justiniškių (Nr.7) apygarda,"5,80%","5,53%",1350,56
Algimantas JUOCEVIČIUS,Justiniškių (Nr.7) apygarda,"3,99%","3,80%",927,40
Gediminas NAVAITIS,Justiniškių (Nr.7) apygarda,"2,83%","2,69%",657,28
Virginija VINGRIENĖ,Justiniškių (Nr.7) apygarda,"2,38%","2,26%",558,18
Rūta JANKAUSKIENĖ,Justiniškių (Nr.7) apygarda,"1,16%","1,10%",273,8
Svetlana MARTINKO,Justiniškių (Nr.7) apygarda,"0,89%","0,85%",211,4
Emilis MIKELĖNAS,Justiniškių (Nr.7) apygarda,"0,34%","0,33%",79,4
Artemij SITENKOV,Justiniškių (Nr.7) apygarda,"0,33%","0,32%",80,1
Audronius AŽUBALIS,Šeškinės (Nr.6) apygarda,"20,82%","19,76%",4601,237
Zbigniev MACIEJEVSKI,Šeškinės (Nr.6) apygarda,"15,55%","14,76%",3528,86
Algirdas SYSAS,Šeškinės (Nr.6) apygarda,"14,54%","13,79%",3271,107
Vytautas GRICIUS,Šeškinės (Nr.6) apygarda,"13,70%","13,00%",3034,149
Valdas VASILIAUSKAS,Šeškinės (Nr.6) apygarda,"8,79%","8,34%",1974,69
Arūnas ŠTARAS,Šeškinės (Nr.6) apygarda,"6,58%","6,24%",1472,57
Gediminas RUDŽIONIS,Šeškinės (Nr.6) apygarda,"5,61%","5,32%",1261,42
Ligitas KERNAGIS,Šeškinės (Nr.6) apygarda,"4,27%","4,05%",950,43
Liudas BRADAUSKAS,Šeškinės (Nr.6) apygarda,"3,12%","2,96%",702,24
Regimantas ČIUPAILA,Šeškinės (Nr.6) apygarda,"2,56%","2,43%",565,30
Andrejus GAIDAMAVIČIUS,Šeškinės (Nr.6) apygarda,"2,16%","2,05%",484,19
Jolita ALEKSEJŪNIENĖ,Šeškinės (Nr.6) apygarda,"0,88%","0,83%",192,12
Asta NAZAROVIENĖ,Šeškinės (Nr.6) apygarda,"0,51%","0,49%",108,11
Vytautas Aleksas LAZINKA,Šeškinės (Nr.6) apygarda,"0,51%","0,48%",98,20
Laimis BIKAUSKAS,Šeškinės (Nr.6) apygarda,"0,38%","0,36%",85,4
Dainius KREIVYS,Fabijoniškių (Nr.5) apygarda,"18,96%","18,16%",4166,228
Artūras PAULAUSKAS,Fabijoniškių (Nr.5) apygarda,"17,82%","17,07%",3958,173
Dalia KUODYTĖ,Fabijoniškių (Nr.5) apygarda,"13,06%","12,51%",2882,145
Gžegož SAKSON,Fabijoniškių (Nr.5) apygarda,"8,91%","8,54%",2004,62
Žilvinas ŠILGALIS,Fabijoniškių (Nr.5) apygarda,"7,77%","7,44%",1718,82
Auksė KONTRIMIENĖ,Fabijoniškių (Nr.5) apygarda,"7,41%","7,10%",1650,68
Raimondas ŠUKYS,Fabijoniškių (Nr.5) apygarda,"7,34%","7,03%",1626,76
Daugardas GRUODIS,Fabijoniškių (Nr.5) apygarda,"5,94%","5,69%",1316,60
Dailis Alfonsas BARAKAUSKAS,Fabijoniškių (Nr.5) apygarda,"3,68%","3,52%",822,31
Jonas VALATKA,Fabijoniškių (Nr.5) apygarda,"2,94%","2,81%",657,24
Andrius MULEVIČIUS,Fabijoniškių (Nr.5) apygarda,"2,05%","1,96%",452,22
Vladas KASPARAVIČIUS,Fabijoniškių (Nr.5) apygarda,"1,29%","1,24%",287,13
Joana TAMKEVIČIŪTĖ,Fabijoniškių (Nr.5) apygarda,"1,14%","1,09%",256,8
Rūta JACEVIČIENĖ,Fabijoniškių (Nr.5) apygarda,"0,85%","0,81%",183,14
Rimas KANČYS,Fabijoniškių (Nr.5) apygarda,"0,34%","0,32%",75,3
Tirkišas AMANOVAS,Fabijoniškių (Nr.5) apygarda,"0,27%","0,26%",63,0
Regina MIKALAUSKIENĖ,Fabijoniškių (Nr.5) apygarda,"0,22%","0,21%",49,3
Vytenis Povilas ANDRIUKAITIS,Žirmūnų (Nr.4) apygarda,"21,16%","20,11%",4744,280
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) apygarda,"18,55%","17,62%",4118,286
Šarūnas GUSTAINIS,Žirmūnų (Nr.4) apygarda,"11,80%","11,21%",2670,132
Renata CYTACKA,Žirmūnų (Nr.4) apygarda,"9,35%","8,88%",2145,75
Gediminas DALINKEVIČIUS,Žirmūnų (Nr.4) apygarda,"9,14%","8,68%",2064,105
Algis ČAPLIKAS,Žirmūnų (Nr.4) apygarda,"6,29%","5,97%",1412,81
Jonas JUODKA,Žirmūnų (Nr.4) apygarda,"6,26%","5,94%",1393,92
Julius GIRDVAINIS,Žirmūnų (Nr.4) apygarda,"5,62%","5,34%",1258,77
Ramojus GIRINSKAS,Žirmūnų (Nr.4) apygarda,"3,21%","3,05%",731,32
Liudvikas JAKIMAVIČIUS,Žirmūnų (Nr.4) apygarda,"2,64%","2,51%",600,27
Arminas MOCKEVIČIUS,Žirmūnų (Nr.4) apygarda,"2,25%","2,13%",492,41
Julius PANKA,Žirmūnų (Nr.4) apygarda,"1,33%","1,26%",295,20
Aušra ABRAMAVIČIENĖ,Žirmūnų (Nr.4) apygarda,"0,85%","0,80%",193,8
Raimondas BENUŠIS,Žirmūnų (Nr.4) apygarda,"0,75%","0,71%",166,11
Remigijus SABALIAUSKAS,Žirmūnų (Nr.4) apygarda,"0,56%","0,53%",129,3
Rimantas JUREVIČIUS,Žirmūnų (Nr.4) apygarda,"0,26%","0,24%",50,11
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,"31,59%","30,22%",6803,533
Aurelija STANCIKIENĖ,Antakalnio (Nr.3) apygarda,"11,55%","11,05%",2531,152
Juras POŽELA,Antakalnio (Nr.3) apygarda,"10,90%","10,43%",2387,144
Tadeuš LAVRYNOVIČ,Antakalnio (Nr.3) apygarda,"9,29%","8,89%",2087,71
Gintaras TAMOŠIŪNAS,Antakalnio (Nr.3) apygarda,"8,73%","8,35%",1934,93
Mindaugas LAPINSKAS,Antakalnio (Nr.3) apygarda,"6,64%","6,35%",1478,63
Martynas NAGEVIČIUS,Antakalnio (Nr.3) apygarda,"4,68%","4,48%",979,108
Gintautas BABRAVIČIUS,Antakalnio (Nr.3) apygarda,"4,36%","4,17%",952,60
Kazys ZULONAS,Antakalnio (Nr.3) apygarda,"3,29%","3,14%",726,37
Aurimas Paulius GIRČYS,Antakalnio (Nr.3) apygarda,"2,67%","2,55%",588,32
Tomas BAKUČIONIS,Antakalnio (Nr.3) apygarda,"2,42%","2,31%",545,17
Natalja VIKTOROVA,Antakalnio (Nr.3) apygarda,"1,67%","1,60%",377,12
Valentina IVANOVA,Antakalnio (Nr.3) apygarda,"0,85%","0,82%",184,14
Vytautas BENIUŠIS,Antakalnio (Nr.3) apygarda,"0,74%","0,70%",154,17
Mindaugas VALKIŪNAS,Antakalnio (Nr.3) apygarda,"0,32%","0,31%",67,8
Indrė JANKAUSKIENĖ,Antakalnio (Nr.3) apygarda,"0,31%","0,30%",64,8
Arvydas ANUŠAUSKAS,Senamiesčio (Nr.2) apygarda,"23,55%","22,23%",4739,510
Petras AUŠTREVIČIUS,Senamiesčio (Nr.2) apygarda,"16,63%","15,69%",3446,260
Agnė ZUOKIENĖ,Senamiesčio (Nr.2) apygarda,"13,22%","12,47%",2707,239
Marija Aušrinė PAVILIONIENĖ,Senamiesčio (Nr.2) apygarda,"10,64%","10,04%",2179,192
Juzef KVETKOVSKIJ,Senamiesčio (Nr.2) apygarda,"10,40%","9,82%",2241,77
Nijolė JAGELAVIČIENĖ,Senamiesčio (Nr.2) apygarda,"10,28%","9,70%",2115,176
Gintaras SONGAILA,Senamiesčio (Nr.2) apygarda,"4,94%","4,66%",1008,92
Raimonda KAROSAITĖ,Senamiesčio (Nr.2) apygarda,"3,91%","3,69%",815,57
Justinas NAVIKAS,Senamiesčio (Nr.2) apygarda,"1,95%","1,84%",395,40
Nora RIBOKIENĖ,Senamiesčio (Nr.2) apygarda,"1,59%","1,50%",327,28
Marija TAMKEVIČIŪTĖ,Senamiesčio (Nr.2) apygarda,"1,36%","1,28%",286,17
Eglė VOLUNGEVIČIŪTĖ,Senamiesčio (Nr.2) apygarda,"0,76%","0,72%",165,5
Gražina BOGDANSKIENĖ,Senamiesčio (Nr.2) apygarda,"0,49%","0,46%",105,4
Gintaras GURČINAS,Senamiesčio (Nr.2) apygarda,"0,29%","0,27%",58,6
