kandidatas,apygarda,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Edmundas ŠIMKUS,Tauragės (Nr.34) apygarda,55.90%,106,53.78%,22,Dapkiškių (Nr.17) apylinkė
Vaclovas KARBAUSKIS,Tauragės (Nr.34) apygarda,54.68%,100,54.28%,46,Kęsčių (Nr.16) apylinkė
Edmundas ŠIMKUS,Tauragės (Nr.34) apygarda,45.32%,82,44.98%,39,Kęsčių (Nr.16) apylinkė
Vaclovas KARBAUSKIS,Tauragės (Nr.34) apygarda,63.00%,48,63.00%,15,Vizbarų (Nr.15) apylinkė
Edmundas ŠIMKUS,Tauragės (Nr.34) apygarda,37.00%,33,37.00%,4,Vizbarų (Nr.15) apylinkė
Vaclovas KARBAUSKIS,Tauragės (Nr.34) apygarda,56.78%,104,54.22%,76,Žygaičių (Nr.14) apylinkė
Edmundas ŠIMKUS,Tauragės (Nr.34) apygarda,43.22%,80,41.27%,57,Žygaičių (Nr.14) apylinkė
Vaclovas KARBAUSKIS,Tauragės (Nr.34) apygarda,56.20%,77,54.92%,68,Sartininkų (Nr.13) apylinkė
Edmundas ŠIMKUS,Tauragės (Nr.34) apygarda,43.80%,74,42.80%,39,Sartininkų (Nr.13) apylinkė
Vaclovas KARBAUSKIS,Tauragės (Nr.34) apygarda,48.52%,97,47.93%,100,Lauksargių (Nr.11) apylinkė
Edmundas ŠIMKUS,Tauragės (Nr.34) apygarda,51.48%,134,50.85%,75,Lauksargių (Nr.11) apylinkė
Vaclovas KARBAUSKIS,Tauragės (Nr.34) apygarda,48.83%,231,47.64%,82,Taurų (Nr.10) apylinkė
Edmundas ŠIMKUS,Tauragės (Nr.34) apygarda,51.17%,254,49.92%,74,Taurų (Nr.10) apylinkė
Vaclovas KARBAUSKIS,Tauragės (Nr.34) apygarda,51.75%,230,49.31%,21,Melioratorių (Nr.9) apylinkė
Edmundas ŠIMKUS,Tauragės (Nr.34) apygarda,48.25%,213,45.97%,21,Melioratorių (Nr.9) apylinkė
Vaclovas KARBAUSKIS,Tauragės (Nr.34) apygarda,59.96%,558,57.62%,104,Laisvės (Nr.7) apylinkė
Edmundas ŠIMKUS,Tauragės (Nr.34) apygarda,40.04%,393,38.47%,49,Laisvės (Nr.7) apylinkė
Vaclovas KARBAUSKIS,Tauragės (Nr.34) apygarda,56.47%,555,54.42%,104,Moksleivių (Nr.6) apylinkė
Edmundas ŠIMKUS,Tauragės (Nr.34) apygarda,43.53%,444,41.95%,64,Moksleivių (Nr.6) apylinkė
Vaclovas KARBAUSKIS,Tauragės (Nr.34) apygarda,57.44%,584,56.09%,134,Aerodromo (Nr.5) apylinkė
Edmundas ŠIMKUS,Tauragės (Nr.34) apygarda,42.56%,437,41.56%,95,Aerodromo (Nr.5) apylinkė
Vaclovas KARBAUSKIS,Tauragės (Nr.34) apygarda,55.86%,202,53.63%,79,Dariaus ir Girėno (Nr.4) apylinkė
Edmundas ŠIMKUS,Tauragės (Nr.34) apygarda,44.14%,179,42.37%,43,Dariaus ir Girėno (Nr.4) apylinkė
Vaclovas KARBAUSKIS,Tauragės (Nr.34) apygarda,62.64%,265,60.90%,129,Tauragės (Nr.3) apylinkė
Edmundas ŠIMKUS,Tauragės (Nr.34) apygarda,37.36%,163,36.32%,72,Tauragės (Nr.3) apylinkė
Vaclovas KARBAUSKIS,Tauragės (Nr.34) apygarda,54.83%,669,53.40%,108,J.Tumo - Vaižganto (Nr.2) apylinkė
Edmundas ŠIMKUS,Tauragės (Nr.34) apygarda,45.17%,547,43.99%,93,J.Tumo - Vaižganto (Nr.2) apylinkė
Vaclovas KARBAUSKIS,Tauragės (Nr.34) apygarda,57.92%,529,55.90%,96,Prezidento (Nr.1) apylinkė
Edmundas ŠIMKUS,Tauragės (Nr.34) apygarda,42.08%,385,40.61%,69,Prezidento (Nr.1) apylinkė
Kęstutis GLAVECKAS,Dainavos (Nr.16) apygarda,61.62%,1028,60.35%,80,Atžalyno (Nr.86) apylinkė
Virginijus DYRA,Dainavos (Nr.16) apygarda,38.38%,648,37.58%,42,Atžalyno (Nr.86) apylinkė
Kęstutis GLAVECKAS,Dainavos (Nr.16) apygarda,61.48%,969,59.98%,110,Vytauto (Nr.85) apylinkė
Virginijus DYRA,Dainavos (Nr.16) apygarda,38.52%,608,37.58%,68,Vytauto (Nr.85) apylinkė
Kęstutis GLAVECKAS,Dainavos (Nr.16) apygarda,61.00%,626,59.95%,67,Nepriklausomybės (Nr.84) apylinkė
Virginijus DYRA,Dainavos (Nr.16) apygarda,39.00%,403,38.32%,40,Nepriklausomybės (Nr.84) apylinkė
Arimantas DUMČIUS,Kalniečių (Nr.15) apygarda,59.17%,1089,57.70%,95,P. Lukšio (Nr.72) apylinkė
Rytis ŠATKAUSKAS,Kalniečių (Nr.15) apygarda,40.83%,760,39.81%,57,P. Lukšio (Nr.72) apylinkė
Rasa JUKNEVIČIENĖ,Žaliakalnio (Nr.14) apygarda,57.52%,415,55.77%,25,Vaidilutės (Nr.65) apylinkė
Vydas GEDVILAS,Žaliakalnio (Nr.14) apygarda,42.48%,310,41.19%,15,Vaidilutės (Nr.65) apylinkė
Vincė Vaidevutė MARGEVIČIENĖ,Centro (Nr.13) apygarda,47.09%,293,45.64%,47,Parko (Nr.104) apylinkė
Gintaras Jonas FURMANAVIČIUS,Centro (Nr.13) apygarda,52.91%,318,51.28%,64,Parko (Nr.104) apylinkė
Rytas KUPČINSKAS,Aleksoto -  Vilijampolės (Nr.12) apygarda,47.93%,302,46.49%,56,Romainių (Nr.127) apylinkė
Mindaugas SUBAČIUS,Aleksoto -  Vilijampolės (Nr.12) apygarda,52.07%,334,50.52%,55,Romainių (Nr.127) apylinkė
Rimantas Jonas DAGYS,Šilainių (Nr.11) apygarda,59.58%,773,57.73%,116,Linkuvos (Nr.13) apylinkė
Vilma MARTINKAITIENĖ,Šilainių (Nr.11) apygarda,40.42%,528,39.16%,75,Linkuvos (Nr.13) apylinkė
Jadvyga ZINKEVIČIŪTĖ,Naujosios Vilnios (Nr.10) apygarda,74.09%,219,73.64%,24,Pramonės (Nr.471) apylinkė
Artūras MELIANAS,Naujosios Vilnios (Nr.10) apygarda,25.91%,79,25.76%,6,Pramonės (Nr.471) apylinkė
Gintaras STEPONAVIČIUS,Lazdynų (Nr.9) apygarda,52.41%,607,51.19%,101,Paparčio (Nr.417) apylinkė
Alvydas POCIUS,Lazdynų (Nr.9) apygarda,47.59%,573,46.49%,70,Paparčio (Nr.417) apylinkė
Danutė BEKINTIENĖ,Karoliniškių (Nr.8) apygarda,63.70%,506,62.26%,73,Pilaitės (Nr.369) apylinkė
Viačeslav ŠKIL,Karoliniškių (Nr.8) apygarda,36.30%,287,35.48%,43,Pilaitės (Nr.369) apylinkė
Rimantas REMEIKA,Justiniškių (Nr.7) apygarda,65.37%,1016,63.66%,126,Įsruties (Nr.311) apylinkė
Tautvydas VENCEVIČIUS,Justiniškių (Nr.7) apygarda,34.63%,537,33.72%,68,Įsruties (Nr.311) apylinkė
Vilija BLINKEVIČIŪTĖ,Šeškinės (Nr.6) apygarda,60.55%,773,51.38%,85,Gelvonų (Nr.262) apylinkė
Audronius AŽUBALIS,Šeškinės (Nr.6) apygarda,39.45%,501,33.47%,58,Gelvonų (Nr.262) apylinkė
Raimondas ŠUKYS,Fabijoniškių (Nr.5) apygarda,63.55%,834,59.24%,160,Rugių (Nr.212) apylinkė
Artūras PAULAUSKAS,Fabijoniškių (Nr.5) apygarda,36.45%,470,33.97%,100,Rugių (Nr.212) apylinkė
Algis ČAPLIKAS,Žirmūnų (Nr.4) apygarda,50.89%,268,39.87%,45,Kalvarijų (Nr.166) apylinkė
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) apygarda,49.11%,258,38.47%,44,Kalvarijų (Nr.166) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,53.53%,762,52.56%,110,Popieriaus (Nr.201) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,46.47%,691,45.63%,66,Popieriaus (Nr.201) apylinkė
Petras AUŠTREVIČIUS,Senamiesčio (Nr.2) apygarda,66.73%,534,58.51%,126,Baltupių (Nr.203) apylinkė
Jurgis RAZMA,Senamiesčio (Nr.2) apygarda,33.27%,237,29.17%,92,Baltupių (Nr.203) apylinkė
Petras AUŠTREVIČIUS,Senamiesčio (Nr.2) apygarda,61.55%,362,52.86%,35,V.Šopeno (Nr.67) apylinkė
Jurgis RAZMA,Senamiesčio (Nr.2) apygarda,38.45%,220,33.02%,28,V.Šopeno (Nr.67) apylinkė
Petras AUŠTREVIČIUS,Senamiesčio (Nr.2) apygarda,61.22%,479,49.07%,151,M.Daukšos (Nr.66) apylinkė
Jurgis RAZMA,Senamiesčio (Nr.2) apygarda,38.78%,273,31.07%,126,M.Daukšos (Nr.66) apylinkė
Petras AUŠTREVIČIUS,Senamiesčio (Nr.2) apygarda,54.51%,341,48.84%,58,A.Vienuolio (Nr.65) apylinkė
Jurgis RAZMA,Senamiesčio (Nr.2) apygarda,45.49%,264,40.76%,69,A.Vienuolio (Nr.65) apylinkė
Petras AUŠTREVIČIUS,Senamiesčio (Nr.2) apygarda,57.81%,464,51.20%,69,Naugarduko (Nr.62) apylinkė
Jurgis RAZMA,Senamiesčio (Nr.2) apygarda,42.19%,334,37.37%,55,Naugarduko (Nr.62) apylinkė
Petras AUŠTREVIČIUS,Senamiesčio (Nr.2) apygarda,52.40%,307,47.06%,53,S.Nėries (Nr.60) apylinkė
Jurgis RAZMA,Senamiesčio (Nr.2) apygarda,47.60%,269,42.75%,58,S.Nėries (Nr.60) apylinkė
Petras AUŠTREVIČIUS,Senamiesčio (Nr.2) apygarda,67.33%,310,56.86%,63,V.Sirokomlės (Nr.59) apylinkė
Jurgis RAZMA,Senamiesčio (Nr.2) apygarda,32.67%,147,27.59%,34,V.Sirokomlės (Nr.59) apylinkė
Petras AUŠTREVIČIUS,Senamiesčio (Nr.2) apygarda,61.39%,452,53.19%,157,Žalgirio (Nr.58) apylinkė
Jurgis RAZMA,Senamiesčio (Nr.2) apygarda,38.61%,286,33.45%,97,Žalgirio (Nr.58) apylinkė
Petras AUŠTREVIČIUS,Senamiesčio (Nr.2) apygarda,56.09%,421,46.88%,67,Senvagės (Nr.57) apylinkė
Jurgis RAZMA,Senamiesčio (Nr.2) apygarda,43.91%,298,36.70%,84,Senvagės (Nr.57) apylinkė
Petras AUŠTREVIČIUS,Senamiesčio (Nr.2) apygarda,64.85%,363,53.02%,41,Licėjaus (Nr.56) apylinkė
Jurgis RAZMA,Senamiesčio (Nr.2) apygarda,35.15%,186,28.74%,33,Licėjaus (Nr.56) apylinkė
Petras AUŠTREVIČIUS,Senamiesčio (Nr.2) apygarda,63.93%,577,53.64%,109,Didlaukio (Nr.55) apylinkė
Jurgis RAZMA,Senamiesčio (Nr.2) apygarda,36.07%,335,30.26%,52,Didlaukio (Nr.55) apylinkė
Petras AUŠTREVIČIUS,Senamiesčio (Nr.2) apygarda,57.63%,435,50.97%,90,A.Juozapavičiaus (Nr.54) apylinkė
Jurgis RAZMA,Senamiesčio (Nr.2) apygarda,42.37%,324,37.48%,62,A.Juozapavičiaus (Nr.54) apylinkė
Petras AUŠTREVIČIUS,Senamiesčio (Nr.2) apygarda,55.83%,419,49.08%,60,Užupio (Nr.52) apylinkė
Jurgis RAZMA,Senamiesčio (Nr.2) apygarda,44.17%,316,38.83%,63,Užupio (Nr.52) apylinkė
Petras AUŠTREVIČIUS,Senamiesčio (Nr.2) apygarda,49.27%,185,45.31%,18,Dailės (Nr.51) apylinkė
Jurgis RAZMA,Senamiesčio (Nr.2) apygarda,50.73%,197,46.65%,12,Dailės (Nr.51) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,61.09%,670,59.67%,49,Dvarčionių (Nr.121) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,38.91%,419,38.01%,39,Dvarčionių (Nr.121) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,46.38%,160,44.50%,26,Antavilių (Nr.120) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,53.62%,163,51.44%,52,Antavilių (Nr.120) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,51.99%,171,51.44%,25,Karačiūnų (Nr.119) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,48.01%,159,47.51%,22,Karačiūnų (Nr.119) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,32.64%,215,31.97%,128,Pelesos (Nr.118) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,67.36%,406,65.98%,302,Pelesos (Nr.118) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,30.00%,76,29.47%,8,Rasų (Nr.117) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,70.00%,166,68.77%,30,Rasų (Nr.117) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,49.01%,236,47.54%,35,Liepkalnio (Nr.116) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,50.99%,242,49.47%,40,Liepkalnio (Nr.116) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,36.91%,186,36.27%,24,Markučių (Nr.115) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,63.09%,340,62.00%,19,Markučių (Nr.115) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,36.47%,103,34.58%,17,Subačiaus (Nr.114) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,63.53%,199,60.23%,10,Subačiaus (Nr.114) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,74.26%,851,73.16%,234,Saulėtekio (Nr.112) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,25.74%,328,25.35%,48,Saulėtekio (Nr.112) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,75.06%,854,72.89%,157,B.Sruogos (Nr.111) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,24.94%,279,24.22%,57,B.Sruogos (Nr.111) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,74.26%,538,71.94%,85,A.Daukšos (Nr.110) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,25.74%,197,24.94%,19,A.Daukšos (Nr.110) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,60.90%,286,59.34%,108,Švyturio (Nr.109) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,39.10%,164,38.10%,89,Švyturio (Nr.109) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,69.86%,518,68.95%,117,Žolyno (Nr.108) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,30.14%,218,29.75%,56,Žolyno (Nr.108) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,64.13%,549,62.28%,100,Antakalnio (Nr.107) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,35.87%,296,34.84%,67,Antakalnio (Nr.107) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,57.94%,395,56.36%,101,P.Vileišio (Nr.106) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,42.06%,302,40.91%,58,P.Vileišio (Nr.106) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,66.75%,866,64.95%,168,Šilo (Nr.105) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,33.25%,443,32.35%,72,Šilo (Nr.105) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,72.80%,664,71.55%,88,L.Sapiegos (Nr.104) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,27.20%,237,26.74%,44,L.Sapiegos (Nr.104) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,68.23%,640,66.35%,129,P.Rimšos (Nr.103) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,31.77%,306,30.89%,52,P.Rimšos (Nr.103) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,57.54%,194,56.36%,54,Olandų (Nr.102) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,42.46%,150,41.59%,33,Olandų (Nr.102) apylinkė
Andrius KUBILIUS,Antakalnio (Nr.3) apygarda,66.19%,626,64.48%,73,Filaretų (Nr.101) apylinkė
Romualda KŠANIENĖ,Antakalnio (Nr.3) apygarda,33.81%,332,32.93%,25,Filaretų (Nr.101) apylinkė
Algis ČAPLIKAS,Žirmūnų (Nr.4) apygarda,50.49%,175,39.54%,31,Verkių (Nr.165) apylinkė
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) apygarda,49.51%,168,38.77%,34,Verkių (Nr.165) apylinkė
Algis ČAPLIKAS,Žirmūnų (Nr.4) apygarda,57.04%,262,46.44%,58,Apkasų (Nr.164) apylinkė
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) apygarda,42.96%,208,34.98%,33,Apkasų (Nr.164) apylinkė
Algis ČAPLIKAS,Žirmūnų (Nr.4) apygarda,54.59%,270,44.98%,39,Asiūklių (Nr.163) apylinkė
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) apygarda,45.41%,232,37.41%,25,Asiūklių (Nr.163) apylinkė
Algis ČAPLIKAS,Žirmūnų (Nr.4) apygarda,53.66%,357,43.74%,24,Minties (Nr.162) apylinkė
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) apygarda,46.34%,302,37.77%,27,Minties (Nr.162) apylinkė
Algis ČAPLIKAS,Žirmūnų (Nr.4) apygarda,45.80%,240,38.13%,49,Trimitų (Nr.161) apylinkė
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) apygarda,54.20%,268,45.12%,74,Trimitų (Nr.161) apylinkė
Algis ČAPLIKAS,Žirmūnų (Nr.4) apygarda,52.86%,273,43.08%,60,Tuskulėnų (Nr.160) apylinkė
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) apygarda,47.14%,246,38.42%,51,Tuskulėnų (Nr.160) apylinkė
Algis ČAPLIKAS,Žirmūnų (Nr.4) apygarda,51.95%,401,44.35%,39,Rinktinės (Nr.159) apylinkė
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) apygarda,48.05%,364,41.03%,43,Rinktinės (Nr.159) apylinkė
Algis ČAPLIKAS,Žirmūnų (Nr.4) apygarda,55.20%,370,44.39%,49,Kazliškių (Nr.158) apylinkė
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) apygarda,44.80%,294,36.02%,46,Kazliškių (Nr.158) apylinkė
Algis ČAPLIKAS,Žirmūnų (Nr.4) apygarda,47.80%,443,40.77%,100,Sporto (Nr.157) apylinkė
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) apygarda,52.20%,485,44.52%,108,Sporto (Nr.157) apylinkė
Algis ČAPLIKAS,Žirmūnų (Nr.4) apygarda,55.15%,368,47.77%,71,Raitininkų (Nr.156) apylinkė
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) apygarda,44.85%,299,38.85%,58,Raitininkų (Nr.156) apylinkė
Algis ČAPLIKAS,Žirmūnų (Nr.4) apygarda,51.11%,339,38.93%,97,Moksleivių (Nr.155) apylinkė
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) apygarda,48.89%,316,37.23%,101,Moksleivių (Nr.155) apylinkė
Algis ČAPLIKAS,Žirmūnų (Nr.4) apygarda,53.83%,373,45.67%,70,Miestelio (Nr.154) apylinkė
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) apygarda,46.17%,314,39.18%,66,Miestelio (Nr.154) apylinkė
Algis ČAPLIKAS,Žirmūnų (Nr.4) apygarda,55.73%,637,48.35%,97,Prekybininkų (Nr.153) apylinkė
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) apygarda,44.27%,492,38.41%,91,Prekybininkų (Nr.153) apylinkė
Algis ČAPLIKAS,Žirmūnų (Nr.4) apygarda,54.83%,364,45.58%,79,Kareivių (Nr.152) apylinkė
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) apygarda,45.17%,293,37.55%,72,Kareivių (Nr.152) apylinkė
Algis ČAPLIKAS,Žirmūnų (Nr.4) apygarda,50.10%,443,43.23%,84,Žirmūnų (Nr.151) apylinkė
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) apygarda,49.90%,411,43.07%,114,Žirmūnų (Nr.151) apylinkė
Algis ČAPLIKAS,Žirmūnų (Nr.4) apygarda,52.77%,808,48.52%,107,Muitininkų (Nr.24) apylinkė
Vilija ALEKNAITĖ ABRAMIKIENĖ,Žirmūnų (Nr.4) apygarda,47.23%,616,43.43%,203,Muitininkų (Nr.24) apylinkė
Raimondas ŠUKYS,Fabijoniškių (Nr.5) apygarda,57.49%,856,50.54%,84,Gedvydžių (Nr.211) apylinkė
Artūras PAULAUSKAS,Fabijoniškių (Nr.5) apygarda,42.51%,650,37.37%,45,Gedvydžių (Nr.211) apylinkė
Raimondas ŠUKYS,Fabijoniškių (Nr.5) apygarda,56.39%,649,50.21%,61,P.Žadeikos (Nr.210) apylinkė
Artūras PAULAUSKAS,Fabijoniškių (Nr.5) apygarda,43.61%,503,38.83%,46,P.Žadeikos (Nr.210) apylinkė
Raimondas ŠUKYS,Fabijoniškių (Nr.5) apygarda,56.38%,857,51.53%,89,L.Giros (Nr.209) apylinkė
Artūras PAULAUSKAS,Fabijoniškių (Nr.5) apygarda,43.62%,618,39.87%,114,L.Giros (Nr.209) apylinkė
Raimondas ŠUKYS,Fabijoniškių (Nr.5) apygarda,60.15%,495,53.50%,56,Kaimelio (Nr.208) apylinkė
Artūras PAULAUSKAS,Fabijoniškių (Nr.5) apygarda,39.85%,317,35.44%,48,Kaimelio (Nr.208) apylinkė
Raimondas ŠUKYS,Fabijoniškių (Nr.5) apygarda,54.55%,480,49.15%,41,S.Stanevičiaus (Nr.207) apylinkė
Artūras PAULAUSKAS,Fabijoniškių (Nr.5) apygarda,45.45%,397,40.94%,37,S.Stanevičiaus (Nr.207) apylinkė
Raimondas ŠUKYS,Fabijoniškių (Nr.5) apygarda,56.77%,722,49.71%,54,Jovaro (Nr.206) apylinkė
Artūras PAULAUSKAS,Fabijoniškių (Nr.5) apygarda,43.23%,533,37.86%,58,Jovaro (Nr.206) apylinkė
Raimondas ŠUKYS,Fabijoniškių (Nr.5) apygarda,50.74%,537,44.94%,116,Fabijoniškių (Nr.205) apylinkė
Artūras PAULAUSKAS,Fabijoniškių (Nr.5) apygarda,49.26%,505,43.63%,129,Fabijoniškių (Nr.205) apylinkė
Raimondas ŠUKYS,Fabijoniškių (Nr.5) apygarda,62.78%,932,54.29%,87,Gabijos (Nr.204) apylinkė
Artūras PAULAUSKAS,Fabijoniškių (Nr.5) apygarda,37.22%,550,32.18%,54,Gabijos (Nr.204) apylinkė
Raimondas ŠUKYS,Fabijoniškių (Nr.5) apygarda,66.44%,1195,62.60%,199,Mokyklos (Nr.202) apylinkė
Artūras PAULAUSKAS,Fabijoniškių (Nr.5) apygarda,33.56%,584,31.61%,120,Mokyklos (Nr.202) apylinkė
Vilija BLINKEVIČIŪTĖ,Šeškinės (Nr.6) apygarda,57.71%,735,50.49%,92,Paberžės (Nr.261) apylinkė
Audronius AŽUBALIS,Šeškinės (Nr.6) apygarda,42.29%,540,37.00%,66,Paberžės (Nr.261) apylinkė
Vilija BLINKEVIČIŪTĖ,Šeškinės (Nr.6) apygarda,61.85%,381,52.14%,34,Šilėjos (Nr.260) apylinkė
Audronius AŽUBALIS,Šeškinės (Nr.6) apygarda,38.15%,232,32.16%,24,Šilėjos (Nr.260) apylinkė
Vilija BLINKEVIČIŪTĖ,Šeškinės (Nr.6) apygarda,56.11%,518,48.71%,125,Ukmergės (Nr.259) apylinkė
Audronius AŽUBALIS,Šeškinės (Nr.6) apygarda,43.89%,415,38.11%,88,Ukmergės (Nr.259) apylinkė
Vilija BLINKEVIČIŪTĖ,Šeškinės (Nr.6) apygarda,62.82%,499,56.32%,40,Šeškinės (Nr.258) apylinkė
Audronius AŽUBALIS,Šeškinės (Nr.6) apygarda,37.18%,286,33.33%,33,Šeškinės (Nr.258) apylinkė
Vilija BLINKEVIČIŪTĖ,Šeškinės (Nr.6) apygarda,61.14%,552,52.88%,90,Dūkštų (Nr.257) apylinkė
Audronius AŽUBALIS,Šeškinės (Nr.6) apygarda,38.86%,348,33.61%,60,Dūkštų (Nr.257) apylinkė
Vilija BLINKEVIČIŪTĖ,Šeškinės (Nr.6) apygarda,59.95%,699,53.27%,99,Musninkų (Nr.256) apylinkė
Audronius AŽUBALIS,Šeškinės (Nr.6) apygarda,40.05%,445,35.58%,88,Musninkų (Nr.256) apylinkė
Vilija BLINKEVIČIŪTĖ,Šeškinės (Nr.6) apygarda,62.15%,599,53.43%,117,Čiobiškio (Nr.255) apylinkė
Audronius AŽUBALIS,Šeškinės (Nr.6) apygarda,37.85%,381,32.54%,55,Čiobiškio (Nr.255) apylinkė
Vilija BLINKEVIČIŪTĖ,Šeškinės (Nr.6) apygarda,53.66%,410,45.92%,74,Mokslo (Nr.254) apylinkė
Audronius AŽUBALIS,Šeškinės (Nr.6) apygarda,46.34%,347,39.66%,71,Mokslo (Nr.254) apylinkė
Vilija BLINKEVIČIŪTĖ,Šeškinės (Nr.6) apygarda,61.69%,514,53.73%,77,Lūžių (Nr.253) apylinkė
Audronius AŽUBALIS,Šeškinės (Nr.6) apygarda,38.31%,308,33.36%,59,Lūžių (Nr.253) apylinkė
Vilija BLINKEVIČIŪTĖ,Šeškinės (Nr.6) apygarda,54.17%,364,48.04%,78,Viršuliškių (Nr.252) apylinkė
Audronius AŽUBALIS,Šeškinės (Nr.6) apygarda,45.83%,300,40.65%,74,Viršuliškių (Nr.252) apylinkė
Vilija BLINKEVIČIŪTĖ,Šeškinės (Nr.6) apygarda,56.63%,284,47.17%,49,Ozo (Nr.251) apylinkė
Audronius AŽUBALIS,Šeškinės (Nr.6) apygarda,43.37%,218,36.12%,37,Ozo (Nr.251) apylinkė
Rimantas REMEIKA,Justiniškių (Nr.7) apygarda,69.58%,1302,68.20%,169,Pašilaičių (Nr.309) apylinkė
Tautvydas VENCEVIČIUS,Justiniškių (Nr.7) apygarda,30.42%,584,29.81%,59,Pašilaičių (Nr.309) apylinkė
Rimantas REMEIKA,Justiniškių (Nr.7) apygarda,54.03%,868,52.84%,98,Medeinos (Nr.308) apylinkė
Tautvydas VENCEVIČIUS,Justiniškių (Nr.7) apygarda,45.97%,757,44.97%,65,Medeinos (Nr.308) apylinkė
Rimantas REMEIKA,Justiniškių (Nr.7) apygarda,59.30%,1032,57.75%,138,Žemynos (Nr.307) apylinkė
Tautvydas VENCEVIČIUS,Justiniškių (Nr.7) apygarda,40.70%,718,39.63%,85,Žemynos (Nr.307) apylinkė
Rimantas REMEIKA,Justiniškių (Nr.7) apygarda,55.10%,692,53.49%,81,Sietuvos (Nr.306) apylinkė
Tautvydas VENCEVIČIUS,Justiniškių (Nr.7) apygarda,44.90%,584,43.60%,46,Sietuvos (Nr.306) apylinkė
