apygarda,gimimo_data,seimynine_padetis,sunkus_nusikaltimas,darboviete,kandidatas,gyvena,issilavinimas,pomegiai,gimimo_vieta,iskele,tautybe,saraso_numeris,uzsienio_kalbos,pripazintas_kaltu,neatlikta_bausme
Daugiamandatė,1955.04.14,Vedęs,Nebuvo,"Ignalinos rajono savivaldybė, meras",Bronis ROPĖ,Ignalina,Aukštasis;Kauno politechnikos institutas;mašinų gamyba;Aukštesnysis;Vilniaus elektromechanikos technikumas;automatika-telemechanika,Darbas sode,"LIETUVA, Degutėlių k., Ignalinos r.",Valstiečių ir Naujosios demokratijos partijų sąjunga,Lietuvis (-ė),,Vokiečių;Rusų,Nėra,Neturi
Šilainių,1959.10.07,Ištekėjusi,Nebuvo,"LR Seimas, LRS narės K. Prunskienės padėjėja/VNDS frakcijos referentė
",Laima MOGENIENĖ,Kaunas,Aukštasis;Kauno politechnikos institutas;Cheminė medžiagų technologija,Skaitymas,"RUSIJA, Krasnojarsko m.,",Valstiečių ir Naujosios demokratijos partijų sąjunga,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Šakių,1960.02.29,Vedęs,Nebuvo,"Lietuvos Respublikos žemės ūkio rūmai, Pirmininkas",Jonas RAMONAS,"Telšių r. sav., Milvydiškių k.",Aukštasis;Lietuvos žemės ūkio universitetas;Mokslinis agronomas;Aukštesnysis;Rietavo tarybinio ūkio technikumas;Technikas mechanikas;Vidurinis;Janapolės vidurinė m-kla; ,Skaitymas,"LIETUVA, Telšiai",Valstiečių ir Naujosios demokratijos partijų sąjunga,Lietuvis (-ė),,Rusų;Vokiečių,Yra,Neturi
Marijampolės,1923.03.04,Vedęs,Nebuvo,"LRS, Seimo narys, užsienio reikalų Komiteto vicepirmininkas, Nato Komisijos narys",Kazys BOBELIS,Vilnius,"Aukštasis;Temple  University, Philadelphia JAV;Aukščiausios kvalifikacijos chirurgas;Aukštasis;Bostons University, Boston, JAV;gydytojas;Aukštasis;Johns Hopkins, Baltimore, JAV;Medicinos chirurgijos;Aukštasis;Ebeshard.-Karls, Turbingen Vokietija;medicinos mokslų daktaras;Aukštasis;Ebeshard.-Karls, Turbingen Vokietija;gydytojas",Istorinės knygos,"LIETUVA, Kaunas",Valstiečių ir Naujosios demokratijos partijų sąjunga,Lietuvis (-ė),,Anglų;Vokiečių;Rusų;Lenkų,Nėra,Neturi
Molėtų - Švenčionių,1943.02.26,Išsiskyrusi,Nebuvo,"LR Seimas, LR Seimo narė",Kazimira Danutė PRUNSKIENĖ,Vilnius,Aukštasis;Vilniaus universitetas;ekonomistė,Gamta,"LIETUVA, Švenčionių raj.",Valstiečių ir Naujosios demokratijos partijų sąjunga,Lietuvis (-ė),,Vokiečių;Anglų;Portugalų;Rusų;Lenkų,Nėra,Neturi
Daugiamandatė,1969.07.28,Ištekėjusi,Nebuvo,Laikinai nedirbu,Asta MERKELIENĖ,"Kelmės r. sav., Laikšių k.",Vidurinis;Šaukėnų vid. m-kla; ,,"LIETUVA, Kelmės raj. Šaukėnų apyl. Pakupelkio km.",Respublikonų partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1957.09.05,Vedęs,Nebuvo,Verslininkas,Vytautas VAINUTIS,Šiauliai,Aukštasis;Šiaulių kolegija;technikas technologas,Konstravimas,"RUSIJA, Irkutskas",Respublikonų partija,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Daugiamandatė,1968.12.13,Vedęs,Nebuvo,"UAB ""Hertransus"", vairuotojas-ekspeditorius",Stasys MERKELIS,"Kelmės r. sav., Laikšių k.",Aukštesnysis;Šiaulių Politechnikumas;žemės ūkio elektrifikacijos,Sportas,"LIETUVA, Gumiltėnų k. Šaukinų ap. Kelmės raj.",Respublikonų partija,Lietuvis (-ė),,Rusų;Vokiečių,Nėra,Neturi
Daugiamandatė,1945.01.02,Išsiskyrusi,Nebuvo,"UAb ""Idlija"", vyr. buhalterė",Valdonė Valerija ARLAUSKIENĖ,Šiauliai,Specialus vidurinis;Karolio Didžiulio politechnikumas Šiaulių;statybininkas technikas,Kelionės,"LIETUVA, Šiauliai",Respublikonų partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1943.09.27,Vedęs,Nebuvo,priešlaikinis pensininkas,Juozapas BUTKUS,"Šiaulių r. sav., Šelvenų k.",Aukštesnysis;Šilalės r. Pajūrio žemės ūkio technikumas;Agronomas,Literatūrinė-politinė kūryba,"LIETUVA, Pažvarkulio kaimas Kelmės rajonas",Respublikonų partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1967.03.13,Ištekėjusi,Nebuvo,"laikinai nedirbu, auginu dukrą",Rasa VAINUTIENĖ,Šiauliai,Aukštasis;Šiaulių universitetas;Dailės mokytoja,Floristika,"LIETUVA, Šiaulių m.",Respublikonų partija,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Šiaulių kaimiškoji,1976.02.05,Netekėjusi,Nebuvo,"UAB ""Lupra"", apskaitininkė",Neringa JANKAUSKAITĖ,"Šiaulių r. sav., Verbūnų k.",Aukštesnysis;Šiaulių prekybos ir verslo m-kla;mokesčių inspektorių padėjėja (apskaitininkė);Aukštesnysis;Šiaulių aukštesnioji medicinos mokykla;med.sesuo,Kelionės,"LIETUVA, Šiauliai",Respublikonų partija,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Daugiamandatė,1954.03.27,,Buvo,bedarbis,Valentinas ZABORSKAS,Klaipėda,Aukštasis;Lietuvos konservatorija;kultūros darbo organizatorius;Aukštesnysis;Šiaulių medicinos mokykla;medicinos felčeris,,"LIETUVA, Klaipėda",Respublikonų partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1976.05.13,Nevedęs,Nebuvo,"UAB ""Balskana"", apskaitos skyriaus vadovas",Andrius RAČKAUSKAS,Šiauliai,Aukštasis;Šiaulių kolegija;Buhalterinė apskaita,Bridžas,"LIETUVA, Šiauliai",Respublikonų partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1940.04.26,Vedęs,Nebuvo,nedirbu,Algimantas PUPLIAUSKAS,Palanga,Aukštasis;Vilniaus valstybinis universitetas;prekių žinovas;Aukštasis;Kūno kultūros institutas Kaune;treneris-pedagogas,Fizinė kultūra,"LIETUVA, Mažeikių rajonas, Tirkšlių miestelis",Respublikonų partija,Lietuvis (-ė),,,Nėra,Neturi
Aušros,1954.12.19,Išsiskyrusi,Nebuvo,"Šiaulių m. Lieporių vidurinė mokykla, mokytoja",Snieguolė PASKIENĖ,Šiauliai,Aukštasis;Šiaulių K.Preikšo pedagoginis institutas;mokytoja,Kalnų turizmas,"LIETUVA, Joniškio raj., Jakiškių km.",Respublikonų partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1938.02.20,Vedęs,Nebuvo,Pensininkas,Leopoldas TARAKEVIČIUS,Vilnius,Aukštasis;Leningrado valstybinis A.J.Gerceno vardo Pedagoginis institutas;istorikas,,"LIETUVA, Stirnių k. Molėtų raj.",Respublikonų partija,Lietuvis (-ė),,Rusų;Lenkų,Nėra,Neturi
Daugiamandatė,1957.04.10,Vedęs,Nebuvo,"UAB ""Victoriatus"", direktorius",Kęstutis ČEPONIS,Ignalina,"Aspirantūra;Mokslų Akademijos Matematikos ir kibernetikos institutas;techninė kibernetika (duomenų analizė);Aukštasis;Vilniaus Liaudies universitetas, Turizmo fakultetas;turizmo instruktorius;Aukštasis;Vilniaus Universiteto Matematikos fakultetas;matematikas, dėstytojas",Aktyvus turizmas,"LIETUVA, Kaišiadorys",Respublikonų partija,Lietuvis (-ė),,Rusų;Lenkų;Anglų,Nėra,Neturi
Daugiamandatė,1936.05.05,Nevedęs,Nebuvo,nedirbu,Leonas ŠIAUDVYTIS,Kaunas,Aukštasis;Visasąjunginis neakivaizdinis geležinkelio transporto institutas;statybininkas,,"LIETUVA, Šilalė",Respublikonų partija,Lietuvis (-ė),,,Nėra,Neturi
Daugiamandatė,1934.01.02,Našlys,Nebuvo,Pensininkas,Algimantas Jonas SAKALAS,Kaunas,Aukštasis;Kauno Politechnikos Institutas;Inžinierius statybininkas;Specialus vidurinis;Kauno Politechnikumas;Technikas statybininkas,Muzika,"LIETUVA, Vilkaviškio apskr. Kybartų valsč. Peletrūnų km.",Respublikonų partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1940.07.28,Vedęs,Nebuvo,Pensininkas,Pranas DUBAKA,Vilnius,Specialus vidurinis;Vilniaus S.T.;PCPSI,Technika,"LIETUVA, Ignalino raj., Girdžiūnų km.",Respublikonų partija,Lietuvis (-ė),,Rusų;Lenkų,Nėra,Neturi
Daugiamandatė,1972.02.08,Nevedęs,Nebuvo,"P.Cvirkos 25, Gargždai, Klaipėdos raj. ""Minijos"" vid. mokykla, Kūno kultūros ir technologijų mokytojas",Darius GRUZDYS,Gargždai,Nebaigtas aukštasis;Lietuvos kūno kultūros akademija;šiuo metu mokausi;Aukštesnysis;Panevėžio aukštesnioji technikos mokykla;Pramoninė ir civilinė statyba. Jaunesnysis inžinierius;Specialus vidurinis;Panevėžio aukštesnioji sporto mokykla; ,Įvairūs,"LIETUVA, Gargždai",Respublikonų partija,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Daugiamandatė,1948.03.12,Ištekėjusi,Nebuvo,"UAB ""Pastatų konstrukcijos"", projektų vadovė",Kristina JANAVIČIENĖ,Šiauliai,"Aukštasis;Kauno technologijos universitetas (KPI);pramoninė civilinė statyba, inžinierė;Specialus vidurinis;Šiaulių aukštesnioji technikos m-la (politechnikumas);statybininkė",Kelionės,"LIETUVA, Naujamiesčio kaimas, Kelmės raj.",Respublikonų partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Dainų,1958.07.19,Išsiskyręs,Buvo,Nedirbantis,Žilvinas RAZMINAS,Šiauliai,Aukštesnysis;Šiaulių m. K.Didžiulio politechnikumas;technikas statybininkas,Gamta,"LIETUVA, Šiauliai",Respublikonų partija,Lietuvis (-ė),,Anglų;Prancūzų;Rusų,Nėra,Neturi
Daugiamandatė,1939.04.27,Vedęs,Nebuvo,"Šiaulių universitetas, fizikos katedros profesorius",Arvydas Juozapas JANAVIČIUS,Šiauliai,Aukštasis;Vilniaus universitetas;fizikas,Politika,"LIETUVA, Ukmergė",Respublikonų partija,Lietuvis (-ė),,Anglų;Rusų;Lenkų,Nėra,Neturi
Marių,1955.08.10,Vedęs,Nebuvo,"P. Leiliono personalinė įmonė Mosėdyje, administratorius",Justinas BURBA,Klaipėda,Aukštasis;Irkutsko politechnikos institutas;inžinierius ekologas,,"LIETUVA, Skuodo raj., Arslos km.","Lietuvos liaudies sąjunga ""Už teisingą Lietuvą""",Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Saulės,1973.12.16,Nevedęs,Nebuvo,Apmokamo darbo nedirbu (išskyrus Šiaulių m. savivaldybės tarybą),Mindaugas MURZA,Šiauliai,Specialus vidurinis;Šiaulių 1-oji statybininkų mokykla;mūrininkas-betonuotojas-dailidė,Istorija,"LIETUVA, Šiauliai",Respublikonų partija,Lietuvis (-ė),,Vokiečių;Rusų,Yra,Neturi
Justiniškių,1956.01.24,Ištekėjusi,Nebuvo,"Vilniaus ""Sietuvos"" vidurinė mokykla, mokytoja",Rita VARNIENĖ,Vilnius,Aukštasis;VVPI;rusų k. ir literatūros mokytoja,Fotografija,"LIETUVA, Kėdainių r. sav.",Respublikonų partija,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Centro,1941.11.13,Išsiskyręs,Nebuvo,"UAB ""Kauno vandenys"", valdybos sekretorius",Karolis BRUDER,Kaunas,Aukštasis;A.Sniečkaus politechnikos institutas;inžinierius ekonomistas,,"LIETUVA, Kaunas",Respublikonų partija,Vokietis (-ė),,Rusų;Lenkų,Nėra,Neturi
Senamiesčio,1958.10.14,Vedęs,Nebuvo,"Vilniaus Gedimino technikos universitetas, docentas",Rimas MASKELIŪNAS,Vilnius,"Doktorantūra;Vilniaus Gedimino technikos universitetas;Mechaniko inžinerija;Aukštasis;Maskvos pilografijos institutas;ekonomistas;Aukštasis;Maskvos pilografijos institutas;inžinierius mechanikas;Specialus vidurinis;Vilniaus m. 21 technikos mokykla;linotipininko, raidžių r.",,"LIETUVA, Vainiūnų kaimas, Lazdijų raj.",Respublikonų partija,Lietuvis (-ė),,Rusų;Lenkų;Anglų,Nėra,Neturi
Pramonės,1927.02.01,Vedęs,Nebuvo,"Visuomeniniais pagrindais dirbu Respublikonų partijos pirmininku ir laikr. ""Respublikos varpai"" redaktorium",Kazimieras PETRAITIS,Kaunas,Aukštasis;Kauno politechnikos institutas;hidrotechninės statybos inžinierius,Visuomeninė veikla,"LIETUVA, Panevėžio apskritis, Naujamiesčio valsčius, Garšvių kaimas",Respublikonų partija,Lietuvis (-ė),,Rusų;Vokiečių;Lenkų,Nėra,Neturi
Daugiamandatė,1962.09.08,Nevedęs,Nebuvo,"UAB ""Laukmedis"", administratorius",Virginijus ANDRIJAUSKAS,Kupiškis,Aukštasis;VGTU;Statybos inžinerija;Specialus vidurinis;Vilniaus statybos technikumas;Architektūros,Medžioklė,"LIETUVA, Radviliškis",Darbo partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1945.12.19,Vedęs,Nebuvo,"AB ""Alytaus tekstilė"". generalinio direktoriaus pavad. saugiam darbui ir ekologijai",Linas Jonas PALIONIS,Alytus,Aukštasis;Kauno Politechnikos institutas;Inžiniwerius-mechan.,Gamta,"LIETUVA, Utenos raj. Šeduikių km.",Darbo partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1975.07.17,Vedęs,Nebuvo,"KJ teisinės paslaugos, teisininkas",Kęstutis JARUŠEVIČIUS,Jonava,"Aukštasis;Lietuvos teisės universitetas;Teisės bakalauras;Vidurinis;Kauno ""Rasos"" gimnazija; ",Medžioklė,"LIETUVA, Kaunas",Darbo partija,Lietuvis (-ė),,Rusų;Anglų;Vokiečių,Nėra,Neturi
Daugiamandatė,1963.10.09,Vedęs,Nebuvo,"AB Bankas ""Snoras"", klientų vadybininkas",Romas RAKAUSKAS,Vilnius,Nebaigtas aukštasis;VGTU;Aplinkosauga;Specialus vidurinis;Buivydiškių TŪT;Zootechnikas,Kelionės,"LIETUVA, Žagarės m., Joniškio raj.",Darbo partija,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Daugiamandatė,1959.04.16,Ištekėjusi,Nebuvo,"Lizdeikos gimnazija, Radviliškis. Anglų kalbos mokytoja",Rima TARBŪNIENĖ,Radviliškis,Aukštasis;Vilniaus valstybinis pedagoginis institutas;anglų kalbos mokytoja;Vidurinis;Radviliškio V. Vaisiūnienės vid. m-kla; ,Kelionės,"LIETUVA, Radviliškis, Puipių kaimas",Darbo partija,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Daugiamandatė,1960.09.11,Vedęs,Nebuvo,"UAB DK ""Lindra"", direktoriaus pvaduotojas",Kastytis JANUŠEVIČIUS,"Radviliškio r. sav., Baisogalos mstl.",Aukštasis;Vilniaus universitetas;ekonominė kibernetika,Medžioklė,"LIETUVA, Radviliškis",Darbo partija,Lietuvis (-ė),,Rusų;Vokiečių,Nėra,Neturi
Daugiamandatė,1952.09.25,Vedęs,Nebuvo,"Lietuvos liaudies kultūros centras, vyr specialistas",Juozas KIRDEIKIS,Vilnius,Aukštasis;Vilniaus universitetas;Žurnalistas;Specialus vidurinis;Vilniaus mechanikos technikumas;technikas-mechanikas,Literatūra,"LIETUVA, Anykščių raj.",Darbo partija,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Daugiamandatė,1978.06.01,Netekėjusi,Nebuvo,"Lekėčių vidurinė mokykla, mokytoja bibliotekininkė",Brigita PATAŠIŪTĖ,"Šakių r. sav., Lekėčių mstl.",Aukštasis;VPU;rusų filologija;Aukštasis;VPU;rusų filologija,Literatūra,"LIETUVA, Šakių rajonas Lekėčiai",Darbo partija,Lietuvis (-ė),,Rusų;Vokiečių,Nėra,Neturi
Daugiamandatė,1947.10.24,Išsiskyręs,Nebuvo,"UAB ""Tikslas""",Kazimieras SPRINDŽIŪNAS,Šilutė,Aukštasis;Vilniaus inžinierinis statybos institutas;Inž.-mechanikas;Specialus vidurinis;Smalininkų ŽŪM technikumas;Techn.-mechanikas,Žirginis sportas,"LIETUVA, Jurbarko rajono Buzbinės km.",Darbo partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1970.06.23,Vedęs,Nebuvo,"UAB ""Daisena"", reklamos vadybininkas",Antanas BARCYS,"Vilniaus r. sav., Pagirių k.",Aukštasis;Vilniaus universitetas;Ekonomika;Vidurinis;Kauno 4-oji vid. mokykla; ,Vandens moto sportas,"LIETUVA, Kaunas",Darbo partija,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Daugiamandatė,1959.01.17,Vedęs,Nebuvo,"Vilniaus teritorinė muitinė, posto viršininkas",Vytautas DAILYDA,Druskininkai,"Nebaigtas aukštasis;Vilniaus universitetas, teisės fak. 4 kursas;teisininkas;Aukštasis;Vilniaus Gedimino technikos universitetas;ekonomikos vadybos magistras;Aukštasis;Vilniaus Gedimino technikos universitetas;statybos bakalauras;Specialus vidurinis;Vilniaus 21 technikos mokykla;braižytojas-konstruktorius;Vidurinis;Druskininkų 3 vid. mokykla; ",Dainavimas,"LIETUVA, Druskininkai",Darbo partija,Lietuvis (-ė),,Rusų;Lenkų;Anglų,Nėra,Neturi
Daugiamandatė,1962.05.07,Vedęs,Nebuvo,"AB ""Aliejus"", sporto metodininkas",Stasys Vytautas BARANAUSKAS,Vilnius,Aukštasis;Vilniaus pedagoginis institutas;Treneris - sporto metodistas;Vidurinis;Panevėžio sporto mokykla-internatas; ,Automobiliai,"LIETUVA, Kaunas",Darbo partija,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Daugiamandatė,1971.07.10,Vedęs,Nebuvo,"Kupiškio P. Matulionio vid. m-kla, mokytojas",Aidas MIKĖNAS,Kupiškis,Aukštasis;Lietuvos Kūno kultūros institutas;mokytojas;Vidurinis;Kupiškio II-oji vid. m-kla; ,Sportas,"LIETUVA, Kupiškis",Darbo partija,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Daugiamandatė,1978.01.11,Netekėjusi,Nebuvo,"DArbo partijos centrinė būstinė, atstovė viešiesiems ryšiams ir spaudai",Justina VITKAUSKAITĖ,Vilnius,Aukštasis;Lietuvos teisės universitetas;Viešojo administravimo magistras;Aukštasis;Vilniaus universitetas;Filosofijos bakalauras;Vidurinis;Kretingos katalikiška vid. m-kla; ,Gamta,"LIETUVA, Kretinga",Darbo partija,Lietuvis (-ė),,Anglų;Rusų,Nėra,Neturi
Daugiamandatė,1953.04.23,Išsiskyręs,Nebuvo,"Panevėžio kolegija, dėstytojas",Laimutis VASILEVIČIUS,Panevėžys,Aukštasis;Leningrado A.J Gerceno pedagoginis institutas;Surdopedagogas;Vidurinis;Panevėžio IV vid. mokykla; ,Alpinizmas,"LIETUVA, Panevėžys",Darbo partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1950.12.28,Ištekėjusi,Nebuvo,"Biržų rajono savivaldybės administracijos Pačeriaukštės seniūnija, specialistė",Gražina PAULAUSKIENĖ,Biržai,Aukštasis;Vytauto Didžiojo universitetas;socialinio darbo magitro kvalifikacija;Aukštasis;Kauno technologijos universitetas;Statybos inžinieriaus technologo kvalifikacija;Vidurinis;Kauno P. Vileišio vidurinė mokykla; ,Dailė,"LIETUVA, Kaunas",Darbo partija,Lietuvis (-ė),,Rusų;Lenkų;Vokiečių,Nėra,Neturi
Daugiamandatė,1968.02.16,Vedęs,Nebuvo,"Verslo liudijimas ""Gariūnų prekyvietė""",Algis ŠUMSKAS,Vilnius,Aukštesnysis;Vilniaus m. politechnikumas;el. ryšio technikas,Sodininkystė,"LIETUVA, Vilnius",Darbo partija,Lietuvis (-ė),,Rusų;Lenkų,Nėra,Neturi
Daugiamandatė,1972.05.16,Vedęs,Nebuvo,"UAB ""Steel Service"", direktorius",Eitvydas KUČINSKAS,Birštonas,Aukštesnysis;Marijampolės Aukštesnioji Žemės Ūkio mokykla;Zootechnika,Turizmas,"LIETUVA, Marijampolės rajonas Naujienos kaimas",Darbo partija,Lietuvis (-ė),,Rusų;Lenkų;Anglų,Nėra,Neturi
Daugiamandatė,1960.05.31,Vedęs,Nebuvo,"Valstybinė Ignalinos atominė elektrinė, TTĮ operatorius",Gintautas MURINAS,Visaginas,Nebaigtas aukštasis;Leningrado SVPI;inž. mechanikas;Aukštesnysis;Kauno Politechnikos mokykla;mechanikas;Vidurinis;Pilviškių vid. mokykla; ,Bendravimas su žmonėmis,"LIETUVA, Vilkaviškis",Darbo partija,Lietuvis (-ė),,Rusų;Vokiečių,Nėra,Neturi
Daugiamandatė,1967.06.11,Vedęs,Nebuvo,"ADB ""Snoro garantas"", atstovybės vadovas",Audrius BANIONIS,Prienai,Aukštesnysis;Alytaus politechnikumas;technikas-mechanikas;Vidurinis;Prienų 2-oji vid. m-kla; ,Chorinis dainavimas,"LIETUVA, Prienai",Darbo partija,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Daugiamandatė,1965.03.22,Vedęs,Nebuvo,"V. Vinskevičiaus PĮ, savininkas",Voitechas VINSKEVIČIUS,"Trakų r. sav., Dailidžių k.",Vidurinis;Rūdiškių vid. mokykla; ,Autotransportas,"LIETUVA, Dailidų km. Rūdiškių sen., Trakų rajonas",Darbo partija,Lenkas (-ė),,Rusų;Lenkų,Nėra,Neturi
Daugiamandatė,1956.10.15,Išsiskyrusi,Nebuvo,"Lietuvos verslo darbdavių konfederacija, ekspertė ES integracijai ir aplinkosaugai",Irena GAVĖNIENĖ,Vilnius,"Aukštasis;Vilniaus universitetas, ekonomikos fak. tarptautinio verslo mokykla;ekonomikė;Aukštasis;Vilniaus universitetas, Chemijos fakultetas;chemikė;Vidurinis;Vilniaus 7 vid. mokykla (Žirmūnų gimnazija); ",Interjeras,"LIETUVA, Kaunas",Darbo partija,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Daugiamandatė,1973.11.01,Vedęs,Nebuvo,"UAB ""Nidulus"", direktorius",Gytis JANUŠKA,Kaunas,Aukštasis;International academy of the ecotechnology and management (Rusija);Verslo vadybos bakalauras;Aukštasis;North Karelia polytechnik (Suomija);Verslo vadybos bakalauras;Aukštasis;Vadybos ir teisės institutas;Verslo vadybos bakalauras;Aukštesnysis;Vadybos ir teisės institutas;Verslo vadyba;Vidurinis;Kauno 29-oji vidurinė mokykla; ,Krepšinis,"LIETUVA, Pasvalys",Darbo partija,Lietuvis (-ė),,Rusų;Anglų;Vokiečių;Lenkų,Nėra,Neturi
Daugiamandatė,1951.05.01,Išsiskyręs,Nebuvo,"Alberto Starkaus įmonė, savininkas",Albertas STARKUS,"Šiaulių r. sav., Vijolių k.",Aukštasis;Lietuvos policijos akademija;Teisininkas;Vidurinis;Šiaulių 2-oji vakarinė mokykla; ,Atletinė gimnastika,"LIETUVA, Vijolių kaimas, Šiaulių rajonas",Darbo partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1958.10.01,Vedęs,Nebuvo,"K.Cesevičiaus ind. plastmasinių gaminių įmonė, savininkas",Kazys CESEVIČIUS,Ukmergė,Aukštasis;Lietuvos Ž.Ū. Akademija;inžinierius-mechanikas,Mokslinė literatūra,"LIETUVA, Akmenės rajonas",Darbo partija,Lietuvis (-ė),,Rusų;Prancūzų;Anglų,Nėra,Neturi
Daugiamandatė,1963.01.20,Vedęs,Nebuvo,"J. Baublio firma ""Gliukolvetas"", direktorius",Jurgis BAUBLYS,Radviliškis,Aukštasis;Veterinarijos akademija;Veterinarijos gydytojas,Naminiai gyvūnai,"LIETUVA, Gubrių kaiams, Šialalės rajonas",Darbo partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1957.05.05,Vedęs,Nebuvo,"Draudimo kompanija ""Lindra"", draudimo kompanijos ""Lindra"" Alytaus filialo direktorius",Aivaras VYŠNIAUSKAS,Alytus,Aukštasis;Lietuvos žemės ūkio akademija;inžinierius-mechanikas,Sportas,"LIETUVA, Lazdijų rajonas",Darbo partija,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Daugiamandatė,1973.01.03,Išsiskyrusi,Nebuvo,"Darbo partija, administratorė",Dalia DIMŠAITĖ,Kaunas,"Aukštasis;Vilniaus Universitetas;Istorijos magistras;Aukštasis;Vilniaus Universitetas;Istorijos bakalauras;Vidurinis;""Rasos"" vid. mokykla; ",Kelionės,"LIETUVA, Kaunas",Darbo partija,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Daugiamandatė,1957.07.16,Ištekėjusi,Nebuvo,"Algirdo Pudinsko prekybos firma, vadybininkė",Birutė PUDINSKIENĖ,Kalvarija,Aukštesnysis;Kapsuko tarybinis ūkin. technikumas;zootechnikas,,"LIETUVA, Šakių raj. Barzdai",Darbo partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1974.10.14,Vedęs,Nebuvo,"UAB ""Bilinga"", direktorius",Ramūnas PIEPALIUS,Plungė,Aukštasis;Kauno technologijos universitetas;Pramonės inžinerija;Aukštasis;Kauno technologijos universitetas;Pramonės inžinerijos ir vadybos;Aukštesnysis;Kauno aukštesnioji technologijos mokykla;Medienos gaminių technologas;Vidurinis;Raseinių vid. mokykla; ,Sportas,"LIETUVA, Alėjų kaimas, Raseinių rajonas",Darbo partija,Lietuvis (-ė),,Rusų;Vokiečių,Nėra,Neturi
Daugiamandatė,1954.02.22,Vedęs,Nebuvo,"UAB ""Ignika"", direktorius",Kazys ALEKSIŪNAS,Avižienių sen.,Aukštasis;Valstybinis universitetas;Ekonomistas,Medžioklė,"LIETUVA, Prienų raj. Giriotiškių km.",Darbo partija,Lietuvis (-ė),,Rusų;Lenkų;Vokiečių,Nėra,Neturi
Daugiamandatė,1961.07.26,Nevedęs,Nebuvo,ūkininkas,Vaižgantas ŽILINSKAS,Pagėgiai,Aukštasis;Lietuvos žemės ūkio akademija;inžinierius - mechanikas,Medžioklė,"LIETUVA, Pagėgiai, Pagėgių sav.",Darbo partija,Lietuvis (-ė),,Rusų;Anglų,Nėra,Neturi
Daugiamandatė,1957.09.08,Vedęs,Nebuvo,"Telšių apskrities VMVT Rietavo poskyris, vedėjas",Vytautas BLAŽAITIS,"Rietavo sav., Sauslaukio k.",Aukštasis;Lietuvos veterinarijos akademija;Veterinarijos gydytojas,Tinklinis,"LIETUVA, Rietavo savivaldybė",Darbo partija,Lietuvis (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1964.10.10,Vedęs,Nebuvo,"UAB ""Bomarkus"", direktorius",Borisas MARKULIS,Liolių sen.,Aukštesnysis;Plungės st. technikumas;st. technikas;Vidurinis;Užvenčio vid. m-la; ,Kelionės,"LIETUVA, Palonių km. Užnvenčio  sen. Kelmės raj.",Darbo partija,Rusas (-ė),,Rusų,Nėra,Neturi
Daugiamandatė,1964.01.13,Vedęs,Nebuvo,"AB ""Ignalinos pieninė"", direktorius",Aleksandr BOROVSKIJ,Švenčionėliai,Aukštasis;Lietuvos žemės ūkio akademija;inž.-mechanikas;Vidurinis;Švenčionėlių II-oji vid. mok.; ,Gamta,"LIETUVA, Švenčionėliai",Darbo partija, ,,Rusų,Nėra,Neturi
