apygarda,nuo_galiojanciu_biuleteniu,partija,apylinkese,pastu,apylinke
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"23,16%",Tautos prisikėlimo partija,62,4,Ukrinų (Nr.27) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"29,47%",Partija Tvarka ir teisingumas,78,6,Ukrinų (Nr.27) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"9,12%",Lietuvos socialdemokratų partija,23,3,Ukrinų (Nr.27) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"8,07%",Koalicija Darbo partija + jaunimas,20,3,Ukrinų (Nr.27) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,75%",Lietuvos Respublikos liberalų sąjūdis,5,0,Ukrinų (Nr.27) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,05%",Liberalų ir centro sąjunga,2,1,Ukrinų (Nr.27) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,35%",Lietuvos lenkų rinkimų akcija,1,0,Ukrinų (Nr.27) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"10,53%",Lietuvos valstiečių liaudininkų sąjunga,27,3,Ukrinų (Nr.27) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"2,11%",Naujoji sąjunga (socialliberalai),6,0,Ukrinų (Nr.27) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,05%","""Fronto"" partija",2,1,Ukrinų (Nr.27) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"2,81%","Partija ""Jaunoji Lietuva""",7,1,Ukrinų (Nr.27) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,Ukrinų (Nr.27) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Ukrinų (Nr.27) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"3,86%",Lietuvos socialdemokratų sąjunga,10,1,Ukrinų (Nr.27) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos centro partija,0,0,Ukrinų (Nr.27) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,49%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,2,0,Račalių (Nr.26) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"30,60%",Tautos prisikėlimo partija,36,5,Račalių (Nr.26) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"28,36%",Partija Tvarka ir teisingumas,30,8,Račalių (Nr.26) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"14,18%",Lietuvos socialdemokratų partija,14,5,Račalių (Nr.26) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"5,97%",Koalicija Darbo partija + jaunimas,4,4,Račalių (Nr.26) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos Respublikos liberalų sąjūdis,0,0,Račalių (Nr.26) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,75%",Liberalų ir centro sąjunga,1,0,Račalių (Nr.26) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Račalių (Nr.26) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"11,94%",Lietuvos valstiečių liaudininkų sąjunga,15,1,Račalių (Nr.26) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,49%",Naujoji sąjunga (socialliberalai),2,0,Račalių (Nr.26) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%","""Fronto"" partija",0,0,Račalių (Nr.26) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"3,73%","Partija ""Jaunoji Lietuva""",5,0,Račalių (Nr.26) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,75%",Pilietinės demokratijos partija,1,0,Račalių (Nr.26) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Račalių (Nr.26) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,75%",Lietuvos socialdemokratų sąjunga,1,0,Račalių (Nr.26) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos centro partija,0,0,Račalių (Nr.26) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"10,84%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,14,4,Pikelių (Nr.25) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"12,05%",Tautos prisikėlimo partija,19,1,Pikelių (Nr.25) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"39,76%",Partija Tvarka ir teisingumas,55,11,Pikelių (Nr.25) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"8,43%",Lietuvos socialdemokratų partija,10,4,Pikelių (Nr.25) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"7,83%",Koalicija Darbo partija + jaunimas,9,4,Pikelių (Nr.25) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,81%",Lietuvos Respublikos liberalų sąjūdis,2,1,Pikelių (Nr.25) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,81%",Liberalų ir centro sąjunga,3,0,Pikelių (Nr.25) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Pikelių (Nr.25) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"4,82%",Lietuvos valstiečių liaudininkų sąjunga,8,0,Pikelių (Nr.25) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"2,41%",Naujoji sąjunga (socialliberalai),4,0,Pikelių (Nr.25) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"3,61%","""Fronto"" partija",3,3,Pikelių (Nr.25) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%","Partija ""Jaunoji Lietuva""",0,0,Pikelių (Nr.25) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,60%",Pilietinės demokratijos partija,1,0,Pikelių (Nr.25) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Pikelių (Nr.25) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"4,82%",Lietuvos socialdemokratų sąjunga,8,0,Pikelių (Nr.25) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,20%",Lietuvos centro partija,1,1,Pikelių (Nr.25) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"11,04%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,16,2,Rukų (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"12,88%",Tautos prisikėlimo partija,21,0,Rukų (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"26,99%",Partija Tvarka ir teisingumas,42,2,Rukų (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"14,72%",Lietuvos socialdemokratų partija,20,4,Rukų (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"7,98%",Koalicija Darbo partija + jaunimas,13,0,Rukų (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"4,91%",Lietuvos Respublikos liberalų sąjūdis,7,1,Rukų (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,23%",Liberalų ir centro sąjunga,2,0,Rukų (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,61%",Lietuvos lenkų rinkimų akcija,1,0,Rukų (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"8,59%",Lietuvos valstiečių liaudininkų sąjunga,14,0,Rukų (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"3,07%",Naujoji sąjunga (socialliberalai),4,1,Rukų (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"4,91%","""Fronto"" partija",8,0,Rukų (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,84%","Partija ""Jaunoji Lietuva""",3,0,Rukų (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,61%",Pilietinės demokratijos partija,1,0,Rukų (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Rukų (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos socialdemokratų sąjunga,0,0,Rukų (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,61%",Lietuvos centro partija,1,0,Rukų (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"17,97%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,30,9,Renavo (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"17,97%",Tautos prisikėlimo partija,30,9,Renavo (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"23,04%",Partija Tvarka ir teisingumas,42,8,Renavo (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"14,29%",Lietuvos socialdemokratų partija,21,10,Renavo (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"10,14%",Koalicija Darbo partija + jaunimas,19,3,Renavo (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,46%",Lietuvos Respublikos liberalų sąjūdis,0,1,Renavo (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,92%",Liberalų ir centro sąjunga,2,0,Renavo (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Renavo (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"5,99%",Lietuvos valstiečių liaudininkų sąjunga,10,3,Renavo (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"2,30%",Naujoji sąjunga (socialliberalai),4,1,Renavo (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,38%","""Fronto"" partija",3,0,Renavo (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,84%","Partija ""Jaunoji Lietuva""",4,0,Renavo (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,84%",Pilietinės demokratijos partija,4,0,Renavo (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Renavo (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,46%",Lietuvos socialdemokratų sąjunga,1,0,Renavo (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,38%",Lietuvos centro partija,2,1,Renavo (Nr.24) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"15,17%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,16,6,Dagių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"24,14%",Tautos prisikėlimo partija,30,5,Dagių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"18,62%",Partija Tvarka ir teisingumas,26,1,Dagių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"8,97%",Lietuvos socialdemokratų partija,11,2,Dagių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"10,34%",Koalicija Darbo partija + jaunimas,13,2,Dagių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos Respublikos liberalų sąjūdis,0,0,Dagių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Liberalų ir centro sąjunga,0,0,Dagių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,69%",Lietuvos lenkų rinkimų akcija,0,1,Dagių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"15,17%",Lietuvos valstiečių liaudininkų sąjunga,21,1,Dagių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Naujoji sąjunga (socialliberalai),0,0,Dagių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"3,45%","""Fronto"" partija",2,3,Dagių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,69%","Partija ""Jaunoji Lietuva""",1,0,Dagių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,38%",Pilietinės demokratijos partija,1,1,Dagių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Dagių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos socialdemokratų sąjunga,0,0,Dagių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,38%",Lietuvos centro partija,2,0,Dagių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"24,08%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,48,11,Šačių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"19,59%",Tautos prisikėlimo partija,48,0,Šačių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"18,37%",Partija Tvarka ir teisingumas,43,2,Šačių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"11,43%",Lietuvos socialdemokratų partija,28,0,Šačių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"5,71%",Koalicija Darbo partija + jaunimas,13,1,Šačių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"3,67%",Lietuvos Respublikos liberalų sąjūdis,9,0,Šačių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,82%",Liberalų ir centro sąjunga,2,0,Šačių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Šačių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"5,31%",Lietuvos valstiečių liaudininkų sąjunga,13,0,Šačių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"7,35%",Naujoji sąjunga (socialliberalai),13,5,Šačių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,22%","""Fronto"" partija",3,0,Šačių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,41%","Partija ""Jaunoji Lietuva""",1,0,Šačių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,Šačių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,63%",Lietuvos rusų sąjunga,4,0,Šačių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos socialdemokratų sąjunga,0,0,Šačių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,41%",Lietuvos centro partija,1,0,Šačių (Nr.23) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"6,11%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,9,2,Auksūdžio (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"23,89%",Tautos prisikėlimo partija,36,7,Auksūdžio (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"25,00%",Partija Tvarka ir teisingumas,38,7,Auksūdžio (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"15,00%",Lietuvos socialdemokratų partija,24,3,Auksūdžio (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"3,89%",Koalicija Darbo partija + jaunimas,5,2,Auksūdžio (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,67%",Lietuvos Respublikos liberalų sąjūdis,2,1,Auksūdžio (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,11%",Liberalų ir centro sąjunga,2,0,Auksūdžio (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,56%",Lietuvos lenkų rinkimų akcija,1,0,Auksūdžio (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"7,22%",Lietuvos valstiečių liaudininkų sąjunga,11,2,Auksūdžio (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"2,78%",Naujoji sąjunga (socialliberalai),5,0,Auksūdžio (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,67%","""Fronto"" partija",3,0,Auksūdžio (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"3,89%","Partija ""Jaunoji Lietuva""",6,1,Auksūdžio (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"3,33%",Pilietinės demokratijos partija,5,1,Auksūdžio (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Auksūdžio (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"3,33%",Lietuvos socialdemokratų sąjunga,6,0,Auksūdžio (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,56%",Lietuvos centro partija,1,0,Auksūdžio (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"10,76%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,9,8,M.Rūšupių (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"19,62%",Tautos prisikėlimo partija,24,7,M.Rūšupių (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"19,62%",Partija Tvarka ir teisingumas,24,7,M.Rūšupių (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"17,09%",Lietuvos socialdemokratų partija,21,6,M.Rūšupių (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"10,76%",Koalicija Darbo partija + jaunimas,15,2,M.Rūšupių (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"4,43%",Lietuvos Respublikos liberalų sąjūdis,6,1,M.Rūšupių (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,63%",Liberalų ir centro sąjunga,1,0,M.Rūšupių (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,M.Rūšupių (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"4,43%",Lietuvos valstiečių liaudininkų sąjunga,5,2,M.Rūšupių (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"8,86%",Naujoji sąjunga (socialliberalai),10,4,M.Rūšupių (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,90%","""Fronto"" partija",2,1,M.Rūšupių (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,27%","Partija ""Jaunoji Lietuva""",1,1,M.Rūšupių (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,M.Rūšupių (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,M.Rūšupių (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,63%",Lietuvos socialdemokratų sąjunga,1,0,M.Rūšupių (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos centro partija,0,0,M.Rūšupių (Nr.22) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"11,94%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,21,3,Luknės (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"21,39%",Tautos prisikėlimo partija,39,4,Luknės (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"24,88%",Partija Tvarka ir teisingumas,49,1,Luknės (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"11,94%",Lietuvos socialdemokratų partija,18,6,Luknės (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"9,95%",Koalicija Darbo partija + jaunimas,15,5,Luknės (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"2,49%",Lietuvos Respublikos liberalų sąjūdis,4,1,Luknės (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,50%",Liberalų ir centro sąjunga,1,0,Luknės (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,50%",Lietuvos lenkų rinkimų akcija,1,0,Luknės (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,99%",Lietuvos valstiečių liaudininkų sąjunga,3,1,Luknės (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"3,48%",Naujoji sąjunga (socialliberalai),7,0,Luknės (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"4,48%","""Fronto"" partija",8,1,Luknės (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"4,48%","Partija ""Jaunoji Lietuva""",8,1,Luknės (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,49%",Pilietinės demokratijos partija,3,0,Luknės (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Luknės (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos socialdemokratų sąjunga,0,0,Luknės (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,50%",Lietuvos centro partija,0,1,Luknės (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"6,79%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,6,5,Leckavos (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"16,67%",Tautos prisikėlimo partija,23,4,Leckavos (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"17,90%",Partija Tvarka ir teisingumas,14,15,Leckavos (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"6,17%",Lietuvos socialdemokratų partija,6,4,Leckavos (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"22,22%",Koalicija Darbo partija + jaunimas,28,8,Leckavos (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"3,09%",Lietuvos Respublikos liberalų sąjūdis,5,0,Leckavos (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"3,09%",Liberalų ir centro sąjunga,3,2,Leckavos (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,62%",Lietuvos lenkų rinkimų akcija,0,1,Leckavos (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"2,47%",Lietuvos valstiečių liaudininkų sąjunga,2,2,Leckavos (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"3,09%",Naujoji sąjunga (socialliberalai),2,3,Leckavos (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"1,23%","""Fronto"" partija",1,1,Leckavos (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,62%","Partija ""Jaunoji Lietuva""",0,1,Leckavos (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"10,49%",Pilietinės demokratijos partija,10,7,Leckavos (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Leckavos (Nr.21) rinkimų apylinkė
Skuodo  - Mažeikių (Nr.37) rinkimų apygarda,"3,70%",Lietuvos socialdemokratų sąjunga,5,1,Leckavos (Nr.21) rinkimų apylinkė
