nuo_galiojanciu_biuleteniu,apygarda,partija,pastu,apylinkese
"0,57%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",13,94
"0,45%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Partija „Jaunoji Lietuva“,9,76
"0,35%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Demokratinė darbo ir vienybės partija,17,49
"0,18%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Emigrantų partija,5,30
"0,13%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Respublikonų partija,7,18
"0,14%",Šilutės - Pagėgių (Nr.32) rinkimų apygarda,Lietuvos žmonių partija,3,23
"16,57%",Gargždų (Nr.31) rinkimų apygarda,Darbo partija,369,2980
"13,36%",Gargždų (Nr.31) rinkimų apygarda,Lietuvos socialdemokratų partija,316,2384
"15,00%",Gargždų (Nr.31) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,424,2607
"12,50%",Gargždų (Nr.31) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,190,2336
"8,10%",Gargždų (Nr.31) rinkimų apygarda,„Drąsos kelias“ politinė partija,158,1480
"18,73%",Gargždų (Nr.31) rinkimų apygarda,Partija Tvarka ir teisingumas,516,3270
"0,48%",Gargždų (Nr.31) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,9,89
"2,72%",Gargždų (Nr.31) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,34,516
"2,15%",Gargždų (Nr.31) rinkimų apygarda,Liberalų ir centro sąjunga,35,399
"0,56%",Gargždų (Nr.31) rinkimų apygarda,Politinė partija „Sąjunga Taip“,6,107
"0,70%",Gargždų (Nr.31) rinkimų apygarda,Socialistinis liaudies Frontas,6,136
"1,62%",Gargždų (Nr.31) rinkimų apygarda,Krikščionių partija,58,270
"0,75%",Gargždų (Nr.31) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",16,136
"0,52%",Gargždų (Nr.31) rinkimų apygarda,Partija „Jaunoji Lietuva“,4,102
"0,40%",Gargždų (Nr.31) rinkimų apygarda,Demokratinė darbo ir vienybės partija,23,57
"0,23%",Gargždų (Nr.31) rinkimų apygarda,Emigrantų partija,0,47
"0,19%",Gargždų (Nr.31) rinkimų apygarda,Respublikonų partija,5,34
"0,19%",Gargždų (Nr.31) rinkimų apygarda,Lietuvos žmonių partija,3,35
"25,05%",Alytaus (Nr.30) rinkimų apygarda,Darbo partija,433,4556
"23,51%",Alytaus (Nr.30) rinkimų apygarda,Lietuvos socialdemokratų partija,253,4429
"13,97%",Alytaus (Nr.30) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,269,2512
"7,91%",Alytaus (Nr.30) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,108,1467
"9,04%",Alytaus (Nr.30) rinkimų apygarda,„Drąsos kelias“ politinė partija,102,1698
"6,03%",Alytaus (Nr.30) rinkimų apygarda,Partija Tvarka ir teisingumas,73,1128
"0,12%",Alytaus (Nr.30) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,0,24
"1,42%",Alytaus (Nr.30) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,20,262
"2,58%",Alytaus (Nr.30) rinkimų apygarda,Liberalų ir centro sąjunga,30,484
"0,99%",Alytaus (Nr.30) rinkimų apygarda,Politinė partija „Sąjunga Taip“,18,179
"0,76%",Alytaus (Nr.30) rinkimų apygarda,Socialistinis liaudies Frontas,6,145
"1,02%",Alytaus (Nr.30) rinkimų apygarda,Krikščionių partija,29,175
"0,70%",Alytaus (Nr.30) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",9,131
"0,52%",Alytaus (Nr.30) rinkimų apygarda,Partija „Jaunoji Lietuva“,5,98
"0,23%",Alytaus (Nr.30) rinkimų apygarda,Demokratinė darbo ir vienybės partija,3,43
"0,51%",Alytaus (Nr.30) rinkimų apygarda,Emigrantų partija,8,93
"0,37%",Alytaus (Nr.30) rinkimų apygarda,Respublikonų partija,4,70
"0,31%",Alytaus (Nr.30) rinkimų apygarda,Lietuvos žmonių partija,6,55
"16,57%",Marijampolės (Nr.29) rinkimų apygarda,Darbo partija,383,2563
"28,67%",Marijampolės (Nr.29) rinkimų apygarda,Lietuvos socialdemokratų partija,413,4685
"16,05%",Marijampolės (Nr.29) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,398,2456
"6,83%",Marijampolės (Nr.29) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,104,1111
"10,10%",Marijampolės (Nr.29) rinkimų apygarda,„Drąsos kelias“ politinė partija,171,1625
"6,14%",Marijampolės (Nr.29) rinkimų apygarda,Partija Tvarka ir teisingumas,120,971
"0,13%",Marijampolės (Nr.29) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,5,18
"3,22%",Marijampolės (Nr.29) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,40,532
"0,98%",Marijampolės (Nr.29) rinkimų apygarda,Liberalų ir centro sąjunga,17,158
"0,78%",Marijampolės (Nr.29) rinkimų apygarda,Politinė partija „Sąjunga Taip“,17,121
"0,69%",Marijampolės (Nr.29) rinkimų apygarda,Socialistinis liaudies Frontas,13,109
"2,08%",Marijampolės (Nr.29) rinkimų apygarda,Krikščionių partija,53,316
"1,41%",Marijampolės (Nr.29) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",30,221
"0,47%",Marijampolės (Nr.29) rinkimų apygarda,Partija „Jaunoji Lietuva“,8,75
"0,43%",Marijampolės (Nr.29) rinkimų apygarda,Demokratinė darbo ir vienybės partija,17,60
"0,43%",Marijampolės (Nr.29) rinkimų apygarda,Emigrantų partija,7,70
"0,20%",Marijampolės (Nr.29) rinkimų apygarda,Respublikonų partija,13,23
"0,20%",Marijampolės (Nr.29) rinkimų apygarda,Lietuvos žmonių partija,0,36
"25,27%",Aukštaitijos (Nr.28) rinkimų apygarda,Darbo partija,368,4490
"19,78%",Aukštaitijos (Nr.28) rinkimų apygarda,Lietuvos socialdemokratų partija,374,3429
"14,89%",Aukštaitijos (Nr.28) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,394,2469
"8,25%",Aukštaitijos (Nr.28) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,155,1430
"7,41%",Aukštaitijos (Nr.28) rinkimų apygarda,„Drąsos kelias“ politinė partija,103,1321
"5,65%",Aukštaitijos (Nr.28) rinkimų apygarda,Partija Tvarka ir teisingumas,106,980
"0,12%",Aukštaitijos (Nr.28) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,4,20
"6,87%",Aukštaitijos (Nr.28) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,93,1228
"0,91%",Aukštaitijos (Nr.28) rinkimų apygarda,Liberalų ir centro sąjunga,12,162
"0,88%",Aukštaitijos (Nr.28) rinkimų apygarda,Politinė partija „Sąjunga Taip“,19,151
"0,78%",Aukštaitijos (Nr.28) rinkimų apygarda,Socialistinis liaudies Frontas,11,138
"1,58%",Aukštaitijos (Nr.28) rinkimų apygarda,Krikščionių partija,63,241
"0,99%",Aukštaitijos (Nr.28) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",24,166
"0,62%",Aukštaitijos (Nr.28) rinkimų apygarda,Partija „Jaunoji Lietuva“,9,111
"0,40%",Aukštaitijos (Nr.28) rinkimų apygarda,Demokratinė darbo ir vienybės partija,16,61
"0,32%",Aukštaitijos (Nr.28) rinkimų apygarda,Emigrantų partija,1,60
"0,39%",Aukštaitijos (Nr.28) rinkimų apygarda,Respublikonų partija,12,63
"0,18%",Aukštaitijos (Nr.28) rinkimų apygarda,Lietuvos žmonių partija,7,28
"20,96%",Vakarinė (Nr.27) rinkimų apygarda,Darbo partija,163,4123
"19,67%",Vakarinė (Nr.27) rinkimų apygarda,Lietuvos socialdemokratų partija,226,3796
"15,73%",Vakarinė (Nr.27) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,316,2901
"11,02%",Vakarinė (Nr.27) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,177,2076
"9,46%",Vakarinė (Nr.27) rinkimų apygarda,„Drąsos kelias“ politinė partija,64,1871
"5,62%",Vakarinė (Nr.27) rinkimų apygarda,Partija Tvarka ir teisingumas,50,1098
"0,12%",Vakarinė (Nr.27) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,0,24
"3,38%",Vakarinė (Nr.27) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,48,644
"1,30%",Vakarinė (Nr.27) rinkimų apygarda,Liberalų ir centro sąjunga,21,244
"1,35%",Vakarinė (Nr.27) rinkimų apygarda,Politinė partija „Sąjunga Taip“,24,252
"1,08%",Vakarinė (Nr.27) rinkimų apygarda,Socialistinis liaudies Frontas,3,218
"1,71%",Vakarinė (Nr.27) rinkimų apygarda,Krikščionių partija,19,330
"1,28%",Vakarinė (Nr.27) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",20,242
"0,89%",Vakarinė (Nr.27) rinkimų apygarda,Partija „Jaunoji Lietuva“,5,176
"0,29%",Vakarinė (Nr.27) rinkimų apygarda,Demokratinė darbo ir vienybės partija,3,56
"0,57%",Vakarinė (Nr.27) rinkimų apygarda,Emigrantų partija,7,109
"0,29%",Vakarinė (Nr.27) rinkimų apygarda,Respublikonų partija,6,54
"0,18%",Vakarinė (Nr.27) rinkimų apygarda,Lietuvos žmonių partija,0,36
"20,61%",Nevėžio (Nr.26) rinkimų apygarda,Darbo partija,353,3712
"17,45%",Nevėžio (Nr.26) rinkimų apygarda,Lietuvos socialdemokratų partija,320,3123
"18,28%",Nevėžio (Nr.26) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,415,3192
"9,43%",Nevėžio (Nr.26) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,174,1686
"11,01%",Nevėžio (Nr.26) rinkimų apygarda,„Drąsos kelias“ politinė partija,143,2028
"5,90%",Nevėžio (Nr.26) rinkimų apygarda,Partija Tvarka ir teisingumas,93,1071
"0,25%",Nevėžio (Nr.26) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,3,46
"3,99%",Nevėžio (Nr.26) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,62,726
"1,02%",Nevėžio (Nr.26) rinkimų apygarda,Liberalų ir centro sąjunga,13,189
"0,98%",Nevėžio (Nr.26) rinkimų apygarda,Politinė partija „Sąjunga Taip“,21,173
"0,80%",Nevėžio (Nr.26) rinkimų apygarda,Socialistinis liaudies Frontas,9,149
"1,82%",Nevėžio (Nr.26) rinkimų apygarda,Krikščionių partija,39,321
"1,31%",Nevėžio (Nr.26) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",21,237
"0,77%",Nevėžio (Nr.26) rinkimų apygarda,Partija „Jaunoji Lietuva“,11,140
"0,42%",Nevėžio (Nr.26) rinkimų apygarda,Demokratinė darbo ir vienybės partija,14,68
"0,65%",Nevėžio (Nr.26) rinkimų apygarda,Emigrantų partija,8,120
"0,46%",Nevėžio (Nr.26) rinkimų apygarda,Respublikonų partija,8,82
"0,22%",Nevėžio (Nr.26) rinkimų apygarda,Lietuvos žmonių partija,3,40
"16,91%",Dainų (Nr.25) rinkimų apygarda,Darbo partija,121,2788
"28,83%",Dainų (Nr.25) rinkimų apygarda,Lietuvos socialdemokratų partija,306,4652
"11,87%",Dainų (Nr.25) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,155,1886
"8,01%",Dainų (Nr.25) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,90,1287
"10,28%",Dainų (Nr.25) rinkimų apygarda,„Drąsos kelias“ politinė partija,77,1691
"8,50%",Dainų (Nr.25) rinkimų apygarda,Partija Tvarka ir teisingumas,92,1370
"0,30%",Dainų (Nr.25) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,3,49
"4,05%",Dainų (Nr.25) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,50,647
"1,27%",Dainų (Nr.25) rinkimų apygarda,Liberalų ir centro sąjunga,14,204
"0,77%",Dainų (Nr.25) rinkimų apygarda,Politinė partija „Sąjunga Taip“,8,125
"0,89%",Dainų (Nr.25) rinkimų apygarda,Socialistinis liaudies Frontas,10,143
"0,96%",Dainų (Nr.25) rinkimų apygarda,Krikščionių partija,9,156
"0,82%",Dainų (Nr.25) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",8,133
"0,68%",Dainų (Nr.25) rinkimų apygarda,Partija „Jaunoji Lietuva“,2,115
"0,54%",Dainų (Nr.25) rinkimų apygarda,Demokratinė darbo ir vienybės partija,18,75
"0,26%",Dainų (Nr.25) rinkimų apygarda,Emigrantų partija,1,43
"0,24%",Dainų (Nr.25) rinkimų apygarda,Respublikonų partija,0,42
"0,13%",Dainų (Nr.25) rinkimų apygarda,Lietuvos žmonių partija,2,20
"21,15%",Saulės (Nr.24) rinkimų apygarda,Darbo partija,307,3243
"24,45%",Saulės (Nr.24) rinkimų apygarda,Lietuvos socialdemokratų partija,278,3827
"12,10%",Saulės (Nr.24) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,167,1865
"7,21%",Saulės (Nr.24) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,71,1140
"9,50%",Saulės (Nr.24) rinkimų apygarda,„Drąsos kelias“ politinė partija,78,1517
"8,23%",Saulės (Nr.24) rinkimų apygarda,Partija Tvarka ir teisingumas,120,1262
"0,55%",Saulės (Nr.24) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,11,81
"3,66%",Saulės (Nr.24) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,28,586
"1,19%",Saulės (Nr.24) rinkimų apygarda,Liberalų ir centro sąjunga,5,195
"0,95%",Saulės (Nr.24) rinkimų apygarda,Politinė partija „Sąjunga Taip“,14,146
"1,12%",Saulės (Nr.24) rinkimų apygarda,Socialistinis liaudies Frontas,12,176
"0,85%",Saulės (Nr.24) rinkimų apygarda,Krikščionių partija,12,131
"0,94%",Saulės (Nr.24) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",7,151
"0,59%",Saulės (Nr.24) rinkimų apygarda,Partija „Jaunoji Lietuva“,1,98
"0,42%",Saulės (Nr.24) rinkimų apygarda,Demokratinė darbo ir vienybės partija,8,63
"0,36%",Saulės (Nr.24) rinkimų apygarda,Emigrantų partija,2,59
"0,27%",Saulės (Nr.24) rinkimų apygarda,Respublikonų partija,5,40
"0,18%",Saulės (Nr.24) rinkimų apygarda,Lietuvos žmonių partija,4,26
"16,46%",Aušros (Nr.23) rinkimų apygarda,Darbo partija,200,2549
"29,78%",Aušros (Nr.23) rinkimų apygarda,Lietuvos socialdemokratų partija,399,4574
"14,26%",Aušros (Nr.23) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,304,2078
"8,06%",Aušros (Nr.23) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,94,1252
"10,33%",Aušros (Nr.23) rinkimų apygarda,„Drąsos kelias“ politinė partija,105,1621
"5,54%",Aušros (Nr.23) rinkimų apygarda,Partija Tvarka ir teisingumas,48,878
"0,45%",Aušros (Nr.23) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,3,72
"3,67%",Aušros (Nr.23) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,29,584
"1,83%",Aušros (Nr.23) rinkimų apygarda,Liberalų ir centro sąjunga,35,271
"0,86%",Aušros (Nr.23) rinkimų apygarda,Politinė partija „Sąjunga Taip“,8,136
"0,95%",Aušros (Nr.23) rinkimų apygarda,Socialistinis liaudies Frontas,10,148
"0,85%",Aušros (Nr.23) rinkimų apygarda,Krikščionių partija,8,134
"0,87%",Aušros (Nr.23) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",12,133
"0,58%",Aušros (Nr.23) rinkimų apygarda,Partija „Jaunoji Lietuva“,2,95
"0,36%",Aušros (Nr.23) rinkimų apygarda,Demokratinė darbo ir vienybės partija,3,57
"0,32%",Aušros (Nr.23) rinkimų apygarda,Emigrantų partija,7,47
"0,18%",Aušros (Nr.23) rinkimų apygarda,Respublikonų partija,2,28
"0,10%",Aušros (Nr.23) rinkimų apygarda,Lietuvos žmonių partija,3,13
"16,61%",Pajūrio (Nr.22) rinkimų apygarda,Darbo partija,192,2981
"15,08%",Pajūrio (Nr.22) rinkimų apygarda,Lietuvos socialdemokratų partija,318,2562
"14,77%",Pajūrio (Nr.22) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,420,2401
"15,45%",Pajūrio (Nr.22) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,316,2635
"9,25%",Pajūrio (Nr.22) rinkimų apygarda,„Drąsos kelias“ politinė partija,138,1628
"7,95%",Pajūrio (Nr.22) rinkimų apygarda,Partija Tvarka ir teisingumas,113,1405
"5,09%",Pajūrio (Nr.22) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,22,950
"1,75%",Pajūrio (Nr.22) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,35,300
"3,36%",Pajūrio (Nr.22) rinkimų apygarda,Liberalų ir centro sąjunga,76,566
"0,87%",Pajūrio (Nr.22) rinkimų apygarda,Politinė partija „Sąjunga Taip“,29,138
"1,23%",Pajūrio (Nr.22) rinkimų apygarda,Socialistinis liaudies Frontas,11,224
"1,14%",Pajūrio (Nr.22) rinkimų apygarda,Krikščionių partija,18,199
"1,25%",Pajūrio (Nr.22) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",14,224
"0,57%",Pajūrio (Nr.22) rinkimų apygarda,Partija „Jaunoji Lietuva“,6,102
"0,20%",Pajūrio (Nr.22) rinkimų apygarda,Demokratinė darbo ir vienybės partija,7,32
"0,26%",Pajūrio (Nr.22) rinkimų apygarda,Emigrantų partija,3,47
"0,19%",Pajūrio (Nr.22) rinkimų apygarda,Respublikonų partija,4,33
"0,32%",Pajūrio (Nr.22) rinkimų apygarda,Lietuvos žmonių partija,7,54
"18,31%",Marių (Nr.21) rinkimų apygarda,Darbo partija,116,2782
"11,99%",Marių (Nr.21) rinkimų apygarda,Lietuvos socialdemokratų partija,71,1826
"10,60%",Marių (Nr.21) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,133,1545
"19,69%",Marių (Nr.21) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,167,2949
"7,68%",Marių (Nr.21) rinkimų apygarda,„Drąsos kelias“ politinė partija,45,1170
"8,38%",Marių (Nr.21) rinkimų apygarda,Partija Tvarka ir teisingumas,62,1264
"9,72%",Marių (Nr.21) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,25,1514
"1,30%",Marių (Nr.21) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,13,193
"1,86%",Marių (Nr.21) rinkimų apygarda,Liberalų ir centro sąjunga,24,271
"0,63%",Marių (Nr.21) rinkimų apygarda,Politinė partija „Sąjunga Taip“,9,90
"1,21%",Marių (Nr.21) rinkimų apygarda,Socialistinis liaudies Frontas,3,188
"0,92%",Marių (Nr.21) rinkimų apygarda,Krikščionių partija,5,140
"0,83%",Marių (Nr.21) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",2,129
"0,63%",Marių (Nr.21) rinkimų apygarda,Partija „Jaunoji Lietuva“,5,94
"0,32%",Marių (Nr.21) rinkimų apygarda,Demokratinė darbo ir vienybės partija,4,47
"0,32%",Marių (Nr.21) rinkimų apygarda,Emigrantų partija,1,50
"0,16%",Marių (Nr.21) rinkimų apygarda,Respublikonų partija,0,26
"0,15%",Marių (Nr.21) rinkimų apygarda,Lietuvos žmonių partija,2,22
"17,62%",Baltijos (Nr.20) rinkimų apygarda,Darbo partija,155,2727
"13,22%",Baltijos (Nr.20) rinkimų apygarda,Lietuvos socialdemokratų partija,102,2061
"13,27%",Baltijos (Nr.20) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,183,1987
"15,08%",Baltijos (Nr.20) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,142,2325
"7,65%",Baltijos (Nr.20) rinkimų apygarda,„Drąsos kelias“ politinė partija,57,1194
"7,85%",Baltijos (Nr.20) rinkimų apygarda,Partija Tvarka ir teisingumas,84,1200
"10,22%",Baltijos (Nr.20) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,39,1632
"1,49%",Baltijos (Nr.20) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,9,234
"2,10%",Baltijos (Nr.20) rinkimų apygarda,Liberalų ir centro sąjunga,19,325
"0,59%",Baltijos (Nr.20) rinkimų apygarda,Politinė partija „Sąjunga Taip“,8,88
"1,57%",Baltijos (Nr.20) rinkimų apygarda,Socialistinis liaudies Frontas,4,253
"1,34%",Baltijos (Nr.20) rinkimų apygarda,Krikščionių partija,10,209
"1,16%",Baltijos (Nr.20) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",10,179
"0,51%",Baltijos (Nr.20) rinkimų apygarda,Partija „Jaunoji Lietuva“,4,79
"0,26%",Baltijos (Nr.20) rinkimų apygarda,Demokratinė darbo ir vienybės partija,3,39
"0,26%",Baltijos (Nr.20) rinkimų apygarda,Emigrantų partija,2,41
"0,23%",Baltijos (Nr.20) rinkimų apygarda,Respublikonų partija,1,36
"0,26%",Baltijos (Nr.20) rinkimų apygarda,Lietuvos žmonių partija,2,40
"14,17%",Danės (Nr.19) rinkimų apygarda,Darbo partija,245,2656
"12,98%",Danės (Nr.19) rinkimų apygarda,Lietuvos socialdemokratų partija,221,2437
"16,09%",Danės (Nr.19) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,342,2954
"20,31%",Danės (Nr.19) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,361,3799
"7,98%",Danės (Nr.19) rinkimų apygarda,„Drąsos kelias“ politinė partija,104,1530
"6,53%",Danės (Nr.19) rinkimų apygarda,Partija Tvarka ir teisingumas,86,1252
"5,98%",Danės (Nr.19) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,54,1171
"1,74%",Danės (Nr.19) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,30,326
"3,60%",Danės (Nr.19) rinkimų apygarda,Liberalų ir centro sąjunga,55,682
"0,80%",Danės (Nr.19) rinkimų apygarda,Politinė partija „Sąjunga Taip“,14,149
"1,38%",Danės (Nr.19) rinkimų apygarda,Socialistinis liaudies Frontas,4,279
"0,95%",Danės (Nr.19) rinkimų apygarda,Krikščionių partija,9,185
"1,36%",Danės (Nr.19) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",32,246
"0,60%",Danės (Nr.19) rinkimų apygarda,Partija „Jaunoji Lietuva“,7,116
"0,21%",Danės (Nr.19) rinkimų apygarda,Demokratinė darbo ir vienybės partija,2,40
"0,31%",Danės (Nr.19) rinkimų apygarda,Emigrantų partija,4,60
"0,08%",Danės (Nr.19) rinkimų apygarda,Respublikonų partija,2,15
"0,18%",Danės (Nr.19) rinkimų apygarda,Lietuvos žmonių partija,4,33
"16,13%",Panemunės (Nr.18) rinkimų apygarda,Darbo partija,114,2736
"13,56%",Panemunės (Nr.18) rinkimų apygarda,Lietuvos socialdemokratų partija,130,2266
"19,06%",Panemunės (Nr.18) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,208,3160
"9,85%",Panemunės (Nr.18) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,70,1670
"17,94%",Panemunės (Nr.18) rinkimų apygarda,„Drąsos kelias“ politinė partija,145,3024
"5,50%",Panemunės (Nr.18) rinkimų apygarda,Partija Tvarka ir teisingumas,68,904
"0,57%",Panemunės (Nr.18) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,8,93
"2,24%",Panemunės (Nr.18) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,8,387
"1,40%",Panemunės (Nr.18) rinkimų apygarda,Liberalų ir centro sąjunga,15,232
"2,35%",Panemunės (Nr.18) rinkimų apygarda,Politinė partija „Sąjunga Taip“,12,404
"0,91%",Panemunės (Nr.18) rinkimų apygarda,Socialistinis liaudies Frontas,1,160
"1,27%",Panemunės (Nr.18) rinkimų apygarda,Krikščionių partija,17,208
"0,83%",Panemunės (Nr.18) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",8,139
"1,49%",Panemunės (Nr.18) rinkimų apygarda,Partija „Jaunoji Lietuva“,12,252
"0,40%",Panemunės (Nr.18) rinkimų apygarda,Demokratinė darbo ir vienybės partija,2,68
"0,56%",Panemunės (Nr.18) rinkimų apygarda,Emigrantų partija,0,99
"0,31%",Panemunės (Nr.18) rinkimų apygarda,Respublikonų partija,3,51
"0,58%",Panemunės (Nr.18) rinkimų apygarda,Lietuvos žmonių partija,2,101
"17,29%",Pramonės (Nr.17) rinkimų apygarda,Darbo partija,125,2640
"15,45%",Pramonės (Nr.17) rinkimų apygarda,Lietuvos socialdemokratų partija,115,2356
"19,47%",Pramonės (Nr.17) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,189,2924
"9,27%",Pramonės (Nr.17) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,80,1402
